company_name,website_timestamp,preclinical_stage,drug_molecule,target,therapeutic_area,target_type,development_stage,small_molecules,small_molecules_keyword,small_molecules_source_url,peptides,peptides_keyword,peptides_source_url,proteins,proteins_keyword,proteins_source_url,antibodies,antibodies_keyword,antibodies_source_url,antibody_conjugates,antibody_conjugates_keyword,antibody_conjugates_source_url,fusion_proteins,fusion_proteins_keyword,fusion_proteins_source_url,nucleic_acid_therapeutics,nucleic_acid_therapeutics_keyword,nucleic_acid_therapeutics_source_url,gene_cell_therapies,gene_cell_therapies_keyword,gene_cell_therapies_source_url,vaccines,vaccines_keyword,vaccines_source_url,protein_degraders,protein_degraders_keyword,protein_degraders_source_url,other_modalities,other_modalities_keyword,other_modalities_source_url
stemcyte inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",Yes,REGENECYTE,Not specified,blood disorders; immune system disorders; long COVID syndrome,other,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,advancing the development of cord blood cell therapies,https://www.linkedin.com/company/stemcyte,No,,,No,,,Yes,cell therapy to address currently incurable diseases,https://www.linkedin.com/company/stemcyte
pasithea therapeutics corp,2025-09-08 23:33:39,Yes,Alpha-5,Alpha-5 Integrin,neurology,other,Preclinical,Yes,"PAS-004, a macrocyclic mitogen-activated protein kinase, or MEK inhibitor. PAS-004 is a small molecule allosteric inhibitor of MEK 1 and 2 (MEK 1/2)",https://www.cnbc.com/quotes/KTTA,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
aminex therapeutics inc,2025-10-02 14:22:53,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,novel small molecule combination therapy,https://www.linkedin.com/company/aminex-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
synimmune gmbh,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
liaoning biomedical materials r&d center co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.dlyinyi.com', port=4",No,Fruquintinib; Ryzneuta,"Disease Name, Metastatic Colorectal Cancer; Disease Name, Chemotherapy-Induced Neutropenia",oncology; hematology,Not specified,Approved,Yes,"Paclitaxel, Resveratrol, Argatroban, Probucol, Rapamycin, Sirolimus",https://patents.google.com/patent/CN203954432U/de,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
momenta pharmaceuticals inc,2025-03-27 16:32:04,Yes,Nipocalimab; M254; M230,"FcRn, Neonatal Fc Receptor; Fc gamma receptor system",autoimmune diseases; rare diseases,other,Phase 2/3; Phase 1,No,,,No,,,No,,,Yes,anti-FcRn antibody,https://www.jnj.com/media-center/press-releases/johnson-johnson-to-acquire-momenta-pharmaceuticals-inc-expanding-janssens-leadership-in-novel-treatments-for-autoimmune-diseases,No,,,No,,,No,,,No,,,No,,,No,,,No,,
aridis pharmaceuticals inc,2025-10-16 00:00:00,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,non-antibiotic small molecule anti-infective candidate mechanism,https://www.stocktitan.net/news/ARDS/aridis-provides-corporate-mq8c1efkgdkc.html,No,,,No,,,Yes,advancing multiple clinical stage monoclonal antibodies (mAbs),https://www.stocktitan.net/news/ARDS/aridis-provides-corporate-mq8c1efkgdkc.html,No,,,No,,,No,,,No,,,Yes,AR-701 is a cocktail of fully human mAbs discovered from convalescent COVID-19 patients,https://www.stocktitan.net/news/ARDS/aridis-provides-corporate-mq8c1efkgdkc.html,No,,,No,,
immunomic therapeutics inc,2025-07-16 13:00:53,No,ITI-1000; ITI-3000,"pp65, Phosphoprotein 65; LT, Large T Antigen",oncology,other,Phase 2; Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,Yes,nucleic acid immunotherapy platform,https://www.linkedin.com/company/immunomic-therapeutics-inc-,No,,,Yes,DNA Vaccines,https://www.linkedin.com/company/immunomic-therapeutics-inc-,No,,,No,,
galmed pharmaceuticals ltd,2025-05-22 08:01:44,Yes,Aramchol,"SCD1, Stearoyl-CoA Desaturase 1",liver diseases; cardiometabolic diseases; oncology,enzyme,Phase 3,Yes,"Aramchol, a first-in-class synthetic fatty acid-bile acid conjugate molecule","https://galmedpharma.investorroom.com/#:~:text=Galmed%20Pharmaceuticals%20Ltd.%20is%20a,liver%2C%20metabolic%20and%20inflammatory%20diseases.",Yes,"Amilo-5MER, a 5 amino acid synthetic peptide","https://galmedpharma.investorroom.com/#:~:text=Galmed%20Pharmaceuticals%20Ltd.%20is%20a,liver%2C%20metabolic%20and%20inflammatory%20diseases.",No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
bio blast pharma ltd,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.s,No,Trehalose; Not specified,"Cytokine Release Syndrome; p97, AAA-ATPase",rare diseases; immunology; oncology,cytokine; enzyme,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
g.st antivirals gmbh,2025-09-12 14:31:04,No,2-deoxy-D-glucose,Not specified,infectious diseases,enzyme,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
itb-med ab,"Error: Connection failed - HTTPSConnectionPool(host='nordic9.com', port=443):",Yes,Siplizumab,"CD2, Cluster of Differentiation 2; CD28, Cluster of Differentiation 28",immunology; transplantation,immune checkpoint,Preclinical,No,,,No,,,No,,,Yes,"antagonistic CD2-directed monoclonal antibody, TCD601 (siplizumab)",https://www.linkedin.com/company/itbmed?trk=public_jobs_jserp-result_job-search-card-subtitle,No,,,No,,,No,,,No,,,No,,,No,,,No,,
lysogene sas,"Error: Connection failed - HTTPSConnectionPool(host='live.euronext.com', port",Yes,LYS-SAF302; LYS-GM101,Sanfilippo syndrome type A; GM1 Gangliosidosis,rare diseases; neurodegenerative diseases,other,Phase 2/3; Phase 1/2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,gene therapies for the treatment of rare neurodegenerative diseases,https://www.marketscreener.com/quote/stock/LYSOGENE-33951021/news/Lysogene-placed-in-liquidation-and-delisted-43975184/,No,,,No,,,No,,
cephalon inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='ir.tevapharm.com', port=",No,ABX1100,"GYS1, Glycogen Synthase 1; CD71, Transferrin Receptor Protein 1",rare diseases; metabolic diseases,enzyme; other,Phase 1,Yes,"Actiq, Gabitril, and Provigil",https://www.justice.gov/civil/consumer-protection-branch/case/united-states-v-cephalon-inc,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
bond biosciences (inactive),Error: Connection failed - 403 Client Error: Forbidden for url: https://www.b,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,non-absorbed oral therapeutics,https://www.linkedin.com/company/bond-biosciences,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
deverra therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.cbinsights.com', por",No,Dilanubicel; DVX201,"Disease Name, Acute Myeloid Leukemia; Disease Name, COVID-19; Disease Name, High-Risk Myelodysplastic Syndrome",oncology; infectious diseases,other,Phase 1; Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"gene and cell therapies for cancers, autoimmunity, infectious diseases, and genetic disorders",https://www.linkedin.com/company/deverra-therapeutics,No,,,No,,,Yes,"Producing Genetically Engineered, Cytokine-Secreting Allogeneic Monocytes from CD34+ Cord Blood Cells",https://www.linkedin.com/company/deverra-therapeutics
vanquish oncology inc,"Error: Connection failed - HTTPSConnectionPool(host='www.cbinsights.com', por",Yes,IO102-IO103,Not specified,oncology,immune checkpoint,Phase 3,Yes,"Vanquish Oncology is a biotechnology company which develops targeted, small-molecule oncology therapeutics",https://www.cbinsights.com/company/vanquish-oncology,No,,,Yes,"Procaspase combination therapy for glioblastoma; targeting a cellular enzyme, procaspase-3",https://www.cbinsights.com/company/vanquish-oncology,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
calidi biotherapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.calidibio.com', port",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
selecta biosciences inc,2023-12-13 00:00:00,No,Descartes-08; Descartes-15,"BCMA, B-cell maturation antigen",autoimmune diseases; multiple myeloma,other,Phase 2; Phase 1,No,,,No,,,Yes,Enzyme Therapy,https://www.linkedin.com/company/selecta-bio,No,,,No,,,No,,,No,,,Yes,Gene Therapy,https://www.linkedin.com/company/selecta-bio,No,,,No,,,No,,
rznomics inc,2025-06-13 00:19:47,Yes,RZ-001,Not specified,oncology,enzyme,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,Yes,RNA-based therapeutics,https://www.prnewswire.com/news-releases/rznomics-enters-global-licensing-agreement-with-eli-lilly-for-rna-editing-therapeutics-302456852.html,Yes,RNA-based gene therapy,https://www.skpharmteco.com/news-insights/news/sk-pharmteco-and-rznomics-explore-collaboration-for-rna-based-gene-therapy-development-and-manufacturing/,No,,,No,,,No,,
hutchison medipharma ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.hutch-med.com', port",Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,ten cancer drug candidates from in-house discovery,https://www.linkedin.com/company/hutchmed,No,,,No,,,Yes,Antibody Targeted Therapy Conjugates platform,https://www.linkedin.com/company/hutchmed,Yes,Antibody Targeted Therapy Conjugates platform,https://www.linkedin.com/company/hutchmed,No,,,No,,,No,,,No,,,No,,,No,,
avrobio inc,"Error: Connection failed - HTTPSConnectionPool(host='leadiq.com', port=443): ",Yes,TX45,Not specified,rare diseases; cardiovascular,gpcr,Phase 1,No,,,No,,,Yes,GPCR-targeted therapeutic proteins,https://www.theavrobio.org/,No,,,No,,,No,,,No,,,Yes,hematopoietic stem cell gene therapies,https://www.marketbeat.com/stocks/NASDAQ/AVRO/,No,,,No,,,No,,
cancer prevention pharmaceuticals inc,2022-02-22 00:00:00,Yes,Flynpovi; CPP-1X; sulindac; SBP-101,Polyamine metabolism,oncology; rare diseases,enzyme,Phase 3,Yes,CPP-1X (eflornithine),https://www.globenewswire.com/news-release/2022/02/22/2389291/37414/en/Panbela-Therapeutics-Inc-to-Acquire-Cancer-Prevention-Pharmaceuticals-Inc.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
zynerba pharmaceuticals inc,2023-10-11 08:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,synthetic cannabidiol,https://www.prnewswire.com/news-releases/harmony-biosciences-completes-acquisition-of-zynerba-pharmaceuticals-and-expands-pipeline-301953012.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
sparian biosciences inc,2024-11-14 22:10:30,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,novel Arylepoxamide Receptor (AEAr) Agonist Analgesic SBS-1000,https://www.linkedin.com/company/sparian-biosciences,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
io biotech inc,2025-10-07 13:01:16,Yes,Cylembio,"IDO1, Indoleamine 2,3-Dioxygenase 1; PD-L1, Programmed Death-Ligand 1",oncology,immune checkpoint,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"immune-modulatory, off-the-shelf therapeutic cancer vaccines",https://www.linkedin.com/company/io-biotech/,No,,,No,,
fusion pharmaceuticals inc,2023-03-13 00:00:00,No,FPI-2265; FPI-1434; FPI-2059; FPI-1966; FPI-2068,"PSMA, Prostate Specific Membrane Antigen; IGF-1R, Insulin-like Growth Factor 1 Receptor; NTSR1, Neurotensin Receptor 1; FGFR3, Fibroblast Growth Factor Receptor 3; EGFR-cMET",oncology,other; other; gpcr; kinases; other,Phase 2/3; Phase 1; Phase 1; Phase 1; Preclinical,Yes,"RCs combine the precise targeting of antibodies, small molecules or peptides",https://www.prnewswire.com/news-releases/acquisition-of-fusion-pharmaceuticals-completed-302163794.html,Yes,"RCs combine the precise targeting of antibodies, small molecules or peptides",https://www.prnewswire.com/news-releases/acquisition-of-fusion-pharmaceuticals-completed-302163794.html,No,,,Yes,Fusion connects alpha particle emitting isotopes to antibodies,"https://www.linkedin.com/company/fusion-pharmaceuticals#:~:text=Fusion%20Pharmaceuticals%20is%20a%20clinical,generation%20radiopharmaceuticals%20as%20precision%20medicines.",Yes,Fusion connects alpha particle emitting isotopes to antibodies and other targeting molecules,"https://www.linkedin.com/company/fusion-pharmaceuticals#:~:text=Fusion%20Pharmaceuticals%20is%20a%20clinical,generation%20radiopharmaceuticals%20as%20precision%20medicines.",No,,,No,,,No,,,No,,,No,,,Yes,"Radioconjugates in oncology RCs combine the precise targeting of antibodies, small molecules or peptides with potent medical radioisotopes",https://www.prnewswire.com/news-releases/acquisition-of-fusion-pharmaceuticals-completed-302163794.html
inozyme pharma inc,2025-10-08 18:08:18,No,INZ-701,"ENPP1, Ectonucleotide Pyrophosphatase/Phosphodiesterase 1",rare diseases,enzyme,Phase 3,No,,,No,,,Yes,ENPP1 Fc fusion protein enzyme replacement therapy,https://www.linkedin.com/company/inozyme,No,,,No,,,Yes,ENPP1 Fc fusion protein enzyme replacement therapy,https://www.linkedin.com/company/inozyme,No,,,No,,,No,,,No,,,No,,
fusogen pharmaceuticals inc,2023-03-13 00:00:00,No,FPI-2265; FPI-1434; FPI-2059; FPI-2068,"PSMA, Prostate Specific Membrane Antigen; IGF-1R, Insulin-like Growth Factor 1 Receptor; NTSR1, Neurotensin Receptor 1; EGFR-cMET",oncology,other,Phase 2; Phase 1,No,,,No,,,No,,,Yes,Fusion connects alpha particle emitting isotopes to antibodies,https://www.linkedin.com/company/fusion-pharmaceuticals,Yes,Fusion connects alpha particle emitting isotopes to antibodies and other targeting molecules,https://www.linkedin.com/company/fusion-pharmaceuticals,No,,,No,,,No,,,No,,,No,,,No,,
visirna therapeutics hk ltd,2022-10-22 00:10:26,Yes,plozasiran; VSA001,"apoC-III, Apolipoprotein C-III",rare diseases; cardiometabolic diseases,enzyme,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,Yes,RNA interference (RNAi) therapeutics,https://globalgenes.org/raredaily/arrowhead-and-vivo-capital-launch-joint-venture-in-china-to-develop-rnai-based-therapies/,No,,,No,,,No,,,No,,
akamis bio ltd,2025-10-16 12:45:02,No,NG-350A; NG-7XX; NG-348,"CD40, Cluster of Differentiation 40; IL-12, Interleukin-12; IL-15, Interleukin-15; CD80, Cluster of Differentiation 80; anti-CD3 scFv, Single-chain Variable Fragment targeting CD3",oncology,immune checkpoint; cytokine; other,Phase 1,No,,,No,,,Yes,therapeutic proteins,https://www.akamisbio.com/,Yes,CD40 agonist monoclonal antibody,https://www.akamisbio.com/,No,,,No,,,No,,,Yes,tumor gene therapy,https://www.akamisbio.com/,No,,,No,,,Yes,"viral vector based, tumor gene therapies",https://www.akamisbio.com/
psioxus therapeutics ltd,2025-10-16 12:45:02,Yes,NG-350A; NG-7XX; NG-348; NG-641,"CD40, Cluster of Differentiation 40; IL-12, Interleukin-12; IL-15, Interleukin-15; Chemokine; Membrane bound CD80; Anti-CD3 scFv",oncology,immune checkpoint; cytokine; other,Phase 1,No,,,No,,,Yes,therapeutic proteins,https://www.akamisbio.com/,Yes,CD40 agonist monoclonal antibody,https://www.akamisbio.com/,No,,,No,,,No,,,Yes,tumor gene therapy,https://www.akamisbio.com/,No,,,No,,,Yes,oncolytic immunotherapy,https://www.linkedin.com/company/akamisbio
partner therapeutics inc,2018-06-27 17:26:02,No,CX-2051; CX-801,"EpCAM, Epithelial Cell Adhesion Molecule; IFN-α2b, Interferon Alpha-2b",oncology,enzyme; cytokine,Phase 1,No,,,No,,,Yes,Leukine (sargramostim) is a multi-lineage immuno-stimulant that promotes the growth and activation of a broad range of white blood cells,https://www.massbio.org/members/partner-therapeutics-inc/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
adiso therapeutics inc,2025-03-06 22:39:15,Yes,ADS051; ADS032; ADS024,"MRP2, Multidrug Resistance Protein 2; FPR1, Formyl Peptide Receptor 1; NLRP1, NOD-like Receptor Pyrin Domain Containing Protein 1; NLRP3, NOD-like Receptor Pyrin Domain Containing Protein 3",gastroenterology; respiratory diseases; dermatology; neuroinflammation,enzyme; other,Phase 2; IND Enabling; Preclinical,Yes,"ADS051 is a novel, oral, gut-restricted, small molecule",https://adisotx.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"ADS024 is an orally dosed, naturally occurring single strain live biotherapeutic product (SS-LBP)",https://adisotx.com/
ancora bio inc,"Error: Connection failed - HTTPSConnectionPool(host='www.cbinsights.com', por",No,ANC-501,"V1b, Vasopressin 1b receptor",CNS; depression; psychiatric disease,gpcr,Phase 2,Yes,selective vasopressin 1b receptor (V1b) antagonist (ANC-501),https://www.aditumbio.com/news/stephen-kanes-appointed-ceo-of-ancora-bio,No,,,No,,,Yes,supporting the clinical development of three multi-specific antibodies,https://www.linkedin.com/company/ancora-biotech,No,,,No,,,No,,,No,,,No,,,No,,,No,,
mycomedica life sciences pbc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,EB-002; EB-003,"5HT2A, 5-Hydroxytryptamine Receptor 2A",neuropsychiatric disorders; women's health; CNS; neurodegenerative disorders,gpcr,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,psilocybin-based treatments,https://www.linkedin.com/company/mycomedica-life-sciences-pbc
avenzo therapeutics inc,2025-09-29 13:17:34,Yes,AVZO-103,"Nectin4, Nectin Cell Adhesion Molecule 4; TROP2, Tumor-Associated Calcium Signal Transducer 2",oncology,other,Phase 1/2,Yes,CDK4 selective inhibitor,https://www.linkedin.com/company/avenzotx,No,,,No,,,Yes,bispecific antibody-drug conjugate,https://www.linkedin.com/company/avenzotx,Yes,antibody-drug conjugate (ADC),https://www.linkedin.com/company/avenzotx,No,,,No,,,No,,,No,,,No,,,No,,
vico therapeutics bv,2024-09-13 07:00:00,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,Yes,antisense oligonucleotide (ASO) RNA modulating therapies,https://www.prnewswire.com/news-releases/vico-therapeutics-announces-positive-interim-phase-12a-clinical-data-of-vo659-in-treatment-of-huntingtons-disease-302247239.html,No,,,No,,,No,,,No,,
kyverna therapeutics inc,2025-10-14 20:08:27,No,KYV-101; KYV-102; KYV-201,"CD19, Cluster of Differentiation 19",autoimmune diseases; rare diseases,immune checkpoint,Phase 1/2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,CAR T-cell therapy,https://kyvernatx.com/,No,,,No,,,No,,
confo therapeutics,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.b,Yes,Not specified,"GPCR, G Protein-Coupled Receptor; GLP-1R, Glucagon-Like Peptide-1 Receptor; GPR75, Orphan G Protein-Coupled Receptor 75",rare endocrine diseases; obesity; metabolic diseases,gpcr,Phase 1,Yes,screen for both small molecules and antibodies,https://blog.vib.be/confo-therapeutics-unlocking-the-power-of-gpcrs-dhny2l,No,,,No,,,Yes,single-domain antibodies (VHHs),https://blog.vib.be/confo-therapeutics-unlocking-the-power-of-gpcrs-dhny2l,No,,,No,,,No,,,No,,,No,,,No,,,No,,
confo therapeutics sa,"Error: Connection failed - HTTPSConnectionPool(host='www.vubtechtransfer.be',",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
neurophth therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.neurophth.com', port",Yes,NFS-05; NR082; NFS-02,"OPA1, Optic Atrophy 1; mtND4, Mitochondrially Encoded NADH Dehydrogenase 4",ophthalmology; rare diseases,other,Phase 3; Phase 1/2; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"gene therapy, recombinant AAV as the vector to deliver the correct genes",https://www.cgtlive.com/view/neurophth-tackling-lhon-nd4-with-gene-therapy-nr082-phase-gold-trial,No,,,No,,,No,,
carrick therapeutics ltd,2022-12-01 00:00:00,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,CDK7 and CDK12/13 inhibitors,https://www.cancerresearchhorizons.com/news-and-events/our-news/carrick-therapeutics-raises-60-million-through-series-c-and-pfizer,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Cyclin-K glue-degrader,https://www.cancerresearchhorizons.com/news-and-events/our-news/carrick-therapeutics-raises-60-million-through-series-c-and-pfizer,No,,
mission therapeutics ltd,"Error: Connection failed - HTTPSConnectionPool(host='uk.linkedin.com', port=4",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
concept medical inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Nanocarrier based drug delivery technology,https://www.linkedin.com/company/conceptmedicals
excision biotherapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",Yes,EBT-107,"HBV, Hepatitis B Virus",infectious diseases,other,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Developing CRISPR-based therapies intended to cure viral infectious diseases,https://www.linkedin.com/company/excisionbiotherapeutics,No,,,No,,,No,,
deka biosciences inc,"Error: Connection failed - HTTPSConnectionPool(host='synapse.patsnap.com', po",Yes,Diakine™- DK4 10; Diakine™- DK2 10; Diakine™- DK12 10; Diakine™- DK15 10; Diakine™- DK7 10; Diakine™- DKalpha 10; Diakine™- DK12 7; Diakine™- DK12 alpha; Diakine™- DK2 10 (CD19); Diakine™- DK2 10 (CD20),"VEGFR2, Vascular Endothelial Growth Factor Receptor 2; MAdCAM, Mucosal Addressin Cell Adhesion Molecule; CD14, Cluster of Differentiation 14; IL-4Ra, Interleukin-4 Receptor Alpha; EGFR, Epidermal Growth Factor Receptor; CD19, Cluster of Differentiation 19; CD20, Cluster of Differentiation 20",inflammatory diseases; oncology; autoimmune diseases,cytokine; other,Phase 1,No,,,No,,,Yes,cytokines like IL-10 and IL-4,https://www.linkedin.com/company/deka-biosciences-inc,Yes,non-immunogenic scFv technology,https://www.linkedin.com/company/deka-biosciences-inc,No,,,Yes,Multispecific Cytokine Fusion Proteins,https://www.linkedin.com/company/deka-biosciences-inc,No,,,No,,,No,,,No,,,Yes,T cell engagers (TCEs),https://www.linkedin.com/company/deka-biosciences-inc
shanghai united cell biotechnology co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.echemi.com', port=44",No,JS207,"PD-1, Programmed Cell Death Protein 1; VEGF, Vascular Endothelial Growth Factor",oncology,immune checkpoint; other,Phase 2/3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,genetically engineered vaccines,https://cn.linkedin.com/company/shanghai-united-cell-biotechnology-co-ltd,No,,,No,,
micell technologies inc,2017-10-19 00:00:00,No,MiStent SES,Not specified,cardiovascular,Not specified,Marketed,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,supercritical fluid technology,https://www.linkedin.com/company/micell-technologies
cascadian therapeutics inc (inactive),2022-10-13 00:00:00,No,tucatinib,"HER2, Human Epidermal Growth Factor Receptor 2",oncology,kinases,Phase 2,Yes,"investigational oral, small molecule tyrosine kinase inhibitor (TKI)",https://www.goodwinlaw.com/en/news-and-events/news/2018/01/01_31_18-cascadian-therapeutics-to-be-acquired,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
anheart therapeutics inc,2022-01-14 00:00:00,No,Not specified,Not specified,oncology,Not specified,Not specified,Yes,"Precision Oncology, NSCLC, GBM, Lung Cancer, ROS1, IDH1, and AXL",https://www.linkedin.com/company/anheart-therapeutics-official,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
laekna inc,2025-08-14 03:40:12,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,next-generation PI3Kα inhibitor and WRN Inhibitor,https://www.linkedin.com/company/laekna?trk=ppro_cprof,No,,,No,,,Yes,internally discovered monoclonal antibody against ActRIIB,https://www.linkedin.com/company/laekna?trk=ppro_cprof,No,,,No,,,No,,,No,,,No,,,No,,,No,,
laekna therapeutics shanghai co ltd,2025-08-14 03:40:12,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
guizhou taibang biological products co ltd,2018-06-29 03:29:26,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,Yes,plasma-based biopharmaceutical company,https://www.prnewswire.com/news-releases/china-biologic-acquires-full-ownership-of-guizhou-taibang-300351498.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
inregen,2019-01-14 09:00:00,No,QRX003,"SPINK5, Serine Protease Inhibitor Kazal Type 5",rare diseases; dermatology,enzyme,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,autologous cell therapy,https://www.prnewswire.com/news-releases/prokidney-announces-62-million-acquisition-of-inregen-300777588.html,No,,,No,,,Yes,"tissue repair, regeneration, and improved kidney function",https://www.ventureradar.com/organisation/inRegen/41185d66-d32b-494e-a6de-11e62bffd8fd
d3 bio inc,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",Yes,D3S-001; D3L-001,"KRAS G12C, Kirsten Rat Sarcoma Viral Oncogene Homolog G12C; HER2, Human Epidermal Growth Factor Receptor 2",oncology,kinases; other,Phase 2; Not specified,Yes,small molecule inhibitor for the mutant KRAS G12C protein,https://www.d3bio.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
nocion therapeutics inc,2025-09-29 15:15:56,No,Not specified,Not specified,CNS,ion channels,Preclinical,Yes,unique molecular entities,https://www.linkedin.com/company/nocion-therapeutics-inc,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
mbx biosciences inc,2025-10-15 17:26:07,No,MBX 2109; MBX 1416; MBX 4291,"PTH, Parathyroid Hormone; PBH, Post-Bariatric Hypoglycemia; GLP-1/GIP Receptor",endocrine disorders; metabolic disorders; obesity,enzyme; other; gpcr,Phase 2; Phase 2; Phase 1,No,,,Yes,Precision Endocrine Peptides (PEPs™),https://www.linkedin.com/company/mbx-biosciences-inc,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
vivet therapeutics sas,2019-03-20 00:00:00,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,Yes,protein replacement therapy,https://www.nvfund.com/portfolio/vivet-therapeutics-sas,No,,,No,,,No,,,No,,,Yes,gene therapy with adeno-associated vector technologies (AAVs),https://cima.cun.es/en/innovation/entrepreneurship/vivet-therapeutics,No,,,No,,,No,,
aristea therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",No,RIST4721,"CXCR2, C-X-C Motif Chemokine Receptor 2",dermatology; gastroenterology; rare diseases,gpcr,Phase 2,Yes,CXCR2 antagonist,https://globalgenes.org/raredaily/aristea-discontinues-lead-development-program-and-decides-to-dissolve-the-company/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
