company_name,website_timestamp,preclinical_stage,drug_molecule,target,therapeutic_area,target_type,development_stage,small_molecules,small_molecules_keyword,small_molecules_source_url,peptides,peptides_keyword,peptides_source_url,proteins,proteins_keyword,proteins_source_url,antibodies,antibodies_keyword,antibodies_source_url,antibody_conjugates,antibody_conjugates_keyword,antibody_conjugates_source_url,fusion_proteins,fusion_proteins_keyword,fusion_proteins_source_url,nucleic_acid_therapeutics,nucleic_acid_therapeutics_keyword,nucleic_acid_therapeutics_source_url,gene_cell_therapies,gene_cell_therapies_keyword,gene_cell_therapies_source_url,vaccines,vaccines_keyword,vaccines_source_url,protein_degraders,protein_degraders_keyword,protein_degraders_source_url,other_modalities,other_modalities_keyword,other_modalities_source_url
jubilant pharmova ltd,"Error: Connection failed - HTTPSConnectionPool(host='markets.ft.com', port=44",Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Drug Discovery & Development Solutions,https://in.linkedin.com/company/jubilantpharmova,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
sciclone pharmaceuticals holdings ltd,2021-03-19 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
trpharm ilac sanayi tic as,No timestamp found,Yes,naxitamab-gqgk; CD38-SADA; GD2-SADA,"GD2, Disialoganglioside GD2; CD38, Cluster of Differentiation 38",oncology,immune checkpoint; other,Approved; Phase 1,Yes,"develops six products for the treatment of cancer such as RPH-001, RPH-002, RPH-203, RPH-112, RPH-114, and RPH-120",https://www.leadingmarketresearch.com/trpharm-ilac-sanayi-tic-as-pharmaceuticals-and-healthcare-deals-and-a,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
Juniper Pharmaceuticals Inc (inactive),2018-07-03 03:01:03,Yes,COL-1077,Not specified,women's health,Not specified,Phase 2,Yes,solid-state and preclinical formulation screening for lead-candidate selection,https://www.catalent.com/catalent-news/catalent-signs-agreement-to-acquire-juniper-pharmaceuticals-inc/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
viewpoint molecular targeting llc,Error: Connection failed - HTTPSConnectionPool(host='uirf.research.uiowa.edu',Yes,VMT-α-NET; VMT01; PSV359,"SSTR2, Somatostatin Receptor Type 2; MC1R, Melanocortin 1 Receptor; FAP-α, Fibroblast Activation Protein-Alpha",oncology,other; other; other,Phase 1/2a; Phase 1/2a; Preclinical,No,,,Yes,specialized targeting peptides,https://www.linkedin.com/company/viewpointmt,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,radiopharmaceutical company developing precision oncology therapeutics,"https://www.cmocro.com/company/Viewpoint+Molecular+Targeting%2C+LLC/index.html#:~:text=Viewpoint%20Molecular%20Targeting%20is%20a,cells%20via%20specialized%20targeting%20peptides."
laboratorio reig jofre sa,"Error: Connection failed - HTTPSConnectionPool(host='reigjofre.com', port=443",No,CEMIPLIMAB,"PD-1, Programmed Death-1",oncology,immune checkpoint,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,strengthen the continent’s vaccine manufacturing capacity,https://www.linkedin.com/company/laboratorio-reig-jofre/,No,,,No,,
intra-cellular therapies inc,"Error: Connection failed - HTTPSConnectionPool(host='www.reuters.com', port=4",No,CAPLYTA; ITI-1284,Disease Name,CNS; neuropsychiatric disorders; neurodegenerative disorders,Not specified,Approved; Phase 2,Yes,CAPLYTA ® (lumateperone) is a once-daily oral therapy,https://www.jnj.com/media-center/press-releases/johnson-johnson-closes-landmark-intra-cellular-therapies-acquisition-to-solidify-neuroscience-leadership,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
tonghua dongbao pharmaceutical co ltd,"Error: Connection failed - HTTPConnectionPool(host='www.thdb.com', port=80): ",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
weifa asa,"Error: Connection failed - HTTPSConnectionPool(host='www.alpha.no', port=443)",No,AdAPT-001; SRK-181; STP 707; SIS 201 CD; IOA-359; Elritercept; ISTH0036; TU-2218; AGMB-129; IO170; ES 014; SHR-1701; HEC585; RO7204239; ESN-Y,"TGF-β, Transforming Growth Factor Beta; TGF-β2, Transforming Growth Factor Beta 2; ALK5, Activin Receptor-Like Kinase 5",oncology; fibrosis; retinal diseases; gastrointestinal diseases,cytokine,Phase 3; Phase 2; Phase 1; Preclinical,Yes,major supplier of active ingredients,https://www.dnbcarnegie.com/transaction/acquisition-of-weifa-as-no-by-aqualis-asa-no-nok-117-billion/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
urovant sciences inc,"Error: Connection failed - HTTPSConnectionPool(host='www.ocbj.com', port=443)",No,GEMTESA; URO-902,"β3, Beta-3 Adrenergic Receptor",urology,gpcr,Marketed; Phase 2,Yes,"GEMTESA®(vibegron), an oral, once-daily (75 mg) small molecule beta-3 agonist",https://news.us.sumitomo-pharma.com/2022-11-14-Urovant-Sciences-R-Announces-Partnership-with-Thinx-Inc-to-Help-Americans-with-Overactive-Bladder-This-Travel-Season,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
novast holdings ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.bvcf.com', port=443)",No,UBT251,"GLP-1, Glucagon-Like Peptide-1; GIP, Glucose-Dependent Insulinotropic Polypeptide; Glucagon",metabolic diseases; obesity,gpcr,Phase 1,Yes,develops and commercializes generic drugs,https://www.cmocro.com/company/Novast+Holdings+Ltd./index.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
eris lifesciences ltd,2025-02-11 05:12:42,No,Dapagliflozin; Pioglitazone; Metformin; Semaglutide; Liraglutide,"SGLT2, Sodium-Glucose Cotransporter 2; PPARγ, Peroxisome Proliferator-Activated Receptor Gamma; Insulin Resistance; GLP-1, Glucagon-Like Peptide-1 Receptor",metabolic diseases; diabetes; weight management,enzyme; nuclear receptors; other; gpcr,Phase III; Marketed,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
nanjing haijing pharmaceutical co ltd,"Error: Connection failed - HTTPSConnectionPool(host='news.futunn.com', port=4",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
shanghai jiatan pharmaceutical technology co ltd,2018-04-25 00:00:00,No,WX-081,Not specified,infectious diseases,enzyme,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
opiant pharmaceuticals inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='www.vabio.org', port=443",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
zhaoke ophthalmology ltd,"Error: Connection failed - HTTPSConnectionPool(host='hk.linkedin.com', port=4",No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,innovative and generic drugs,https://www.cnbc.com/quotes/6622-HK,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
zhaoke pharmaceutical guangzhou co ltd,"Error: Connection failed - HTTPSConnectionPool(host='hk.linkedin.com', port=4",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
mylan inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
revalesio corp,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,RNS60,Not specified,neurology; neurodegenerative diseases,other,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,neuroprotective effects of our investigational treatment RNS60,https://www.linkedin.com/company/revalesio-corporation
evolus inc,2025-09-18 15:00:20,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
aerpio pharmaceuticals inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='www.aadibio.com', port=4",Yes,FYARRO,"TSC1, Tuberous Sclerosis Complex 1; TSC2, Tuberous Sclerosis Complex 2",oncology,kinases,Approved,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,sirolimus albumin-bound nanoparticles for injectable suspension,https://www.globenewswire.com/news-release/2021/08/26/2287410/0/en/Aadi-Bioscience-Announces-Closing-of-Merger-with-Aerpio-Pharmaceuticals-and-155M-Private-Placement.html
exithera pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",Yes,frunexian; EP-7327; tecarfarin,"FXIa, Factor XIa",cardiovascular,enzyme,Phase 2; IND-ready,Yes,Drug Discovery and Development,https://www.linkedin.com/company/exithera-pharmaceuticals-llc,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
crystal life sciences,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,VT-1598; VT-1161; VT-1129,"CYP51B, Sterol 14α-Demethylase",infectious diseases,enzyme,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
rockwell medical inc,2025-10-15 10:01:27,No,Triferic; Triferic AVNU,Not specified,nephrology,Not specified,Phase 3; Approved,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
novaliq gmbh,2022-05-12 00:00:00,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,"CyclASol®, an ophthalmic solution of 0.1% cyclosporine A in EyeSol®, is an anti-inflammatory and immunomodulating drug",https://www.linkedin.com/company/novaliq,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Worldwide first water-free drug delivery technology (EyeSol®) overcoming limitations of water-based eyedrops,https://geuder.de/en/pages/novaliq-gmbh
zeno pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='www.cbinsights.com', por",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
alar pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='www.indivior.com', port=",No,ALA-1000; INDV-6001; ALA-3000,Opioid Use Disorder; Treatment-Resistant Depression,CNS; addiction; mental health,other,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
farmak international,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,Capivasertib; Tusamitamab ravtansine; Zenocutuzumab; Zolbetuximab; Revumenib; Denileukin diftitox; AdAPT-001; SRK-181; STP 707; SIS 201 CD; IOA-359; Elritercept; ISTH0036; TU-2218; AGMB-129; IO170; ES 014; SHR-1701; HEC585; RO7204239; ESN-Y,"AKT, Protein Kinase B; CEACAM5, Carcinoembryonic Antigen-Related Cell Adhesion Molecule 5; NRG1, Neuregulin 1; Claudin 18.2; KMT2A, Lysine Methyltransferase 2A; IL-2R, Interleukin-2 Receptor; TGF-β, Transforming Growth Factor Beta",oncology; fibrosis; hematology; gastrointestinal diseases; rare diseases,kinases; other; other; other; other; cytokine; cytokine,Approved; Phase 2; Phase 1/2; Phase 3; Phase 1/2; Phase 3; Phase 2,Yes,specialised generic medicines,https://farmakinternational.pl/en/home/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
medica korea corp,2024-03-29 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
delcath systems inc,2025-07-23 17:37:03,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Melphalan Hydrochloride for Injection,https://www.linkedin.com/company/delcath-systems-inc,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Liver-directed therapy,https://www.linkedin.com/company/delcath-systems-inc
galleon pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='www.cbinsights.com', por",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
esperas pharma inc,"Error: Connection failed - HTTPSConnectionPool(host='www.cbinsights.com', por",No,Olaparib; Temozolomide,"PARP, Poly-ADP Ribose Polymerase",oncology,enzyme,Phase 2,Yes,"the first oral Check 1 inhibitor, ESP-001 (formerly LY2880070), a compound originally discovered through a research and development program at Eli Lilly and Company",https://www.globenewswire.com/news-release/2023/02/21/2612052/0/en/Esperas-Pharma-Inc-Announces-Investment-from-TVM-Life-Science-Innovation-I-and-The-Fonds-de-solidarit%C3%A9-FTQ.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
korea global pharm co ltd,2024-11-25 00:00:00,No,ETN101,Tyrosine Kinase,oncology,kinases,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
jixing pharmaceutical technology (shanghai) co ltd,2024-01-06 00:00:00,Yes,Aficamten; BIIB131,Cardiac Myosin; Not specified,cardiovascular; neurology,enzyme; Not specified,Phase 3; Phase 2,Yes,"aficamten, etripamil, omecamtiv mecarbil",https://www.jixing.com,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
ocumension therapeutics co ltd,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,Youshiying; OT-1001; OT-101; OT-101-S; OT-202; OT-702; OT-502; OT-401,Not specified,ophthalmology,Not specified,Phase 3,Yes,brimonidine tartrate eye drop used for the treatment of open-angle glaucoma and ocular hypertension,https://www.cnbc.com/quotes/1477.HK,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
orexigen therapeutics inc,2016-04-29 00:00:00,No,Contrave; Empatic; GT-02287,Not specified,metabolic diseases; neurodegenerative diseases,Not specified,Approved; Phase 2; Phase 1,Yes,Contrave for the treatment of obesity,https://www.marketbeat.com/stocks/NASDAQ/OREX/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
hutchison whampoa guangzhou baiyunshan chinese medicine co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.hutch-med.com', port",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
mayne pharma group ltd,"Error: Connection failed - HTTPSConnectionPool(host='not%20found', port=443):",No,EPSOLAY; TWYNEO; BIJUVA; TOLSURA; DORYX,Disease Name,dermatology; women's health; infectious diseases,Not specified,Approved,Yes,developing oral drug delivery systems,https://www.linkedin.com/company/mayne-pharma,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
iama therapeutics srl,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,IAMA-6,"NKCC1, Sodium-Potassium-Chloride Cotransporter 1",CNS; neurodevelopmental disorders; epilepsy,ion channels,Phase 1,Yes,new molecular entities to target Cation Chloride Cotransporters,https://www.linkedin.com/company/iamatherapeutics/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
embera neurotherapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,EMB-001,Stress Response System,CNS; addiction,other,Phase 2,Yes,Embera is developing the first medication that treats addiction by moderating activity in the stress response system.,https://emberaneuro.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
amylyx pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,AMX0035,"Disease Name, Amyotrophic Lateral Sclerosis",CNS; neurodegenerative diseases,other,Approved,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
radius health inc,2025-10-02 15:59:12,No,TYMLOS; abaloparatide; elacestrant; RAD011,Osteoporosis; Hormone-Receptor Positive Breast Cancer; Prader-Willi Syndrome; Angelman Syndrome; Infantile Spasms,bone health; oncology; neuro-orphan diseases; neuro-endocrine; neurodevelopmental; neuropsychiatric diseases,nuclear receptors; other; Not specified,Approved; Phase 2; Not specified,Yes,Osteoporosis Treatment TYMLOS®,https://radiuspharm.com,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
alfasigma spa,2025-10-14 10:15:28,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
hospira inc,"Error: Connection failed - HTTPSConnectionPool(host='www.pfizer.com', port=44",No,DOCETAXEL; DIAZEPAM; TOBRAMYCIN SULFATE; PRECEDEX; BRETYLOL,Not specified,oncology; CNS; infectious diseases; cardiovascular,Not specified,Approved,Yes,Building on our legacy of scientific leadership in small molecule innovation,https://www.pfizer.com/,No,,,Yes,Immunoglobulins (Ig) A diverse portfolio of intravenous and subcutaneous Ig designed to address rare and complex Ig conditions,https://www.pfizerhospitalus.com/,Yes,best-in-class capabilities in monoclonal antibody development and manufacturing,https://www.pfizer.com/news/press-release/press-release-detail/pfizer-completes-acquisition-hospira,No,,,No,,,No,,,No,,,Yes,Vaccines are the single most important innovation in the science of health,https://www.pfizer.com/,No,,,No,,
acelrx pharmaceuticals inc,2025-10-08 00:00:00,No,DSUVIA; ARX-04; ARX-03; Niyad; LTX-608,Not specified,pain management; acute pain; post-operative pain; chronic pain; anticoagulation; acute kidney injury; acute respiratory distress syndrome,Not specified,Marketed; Phase 3; Preclinical; Not specified,Yes,"Nafamostat is a broad spectrum, synthetic serine protease inhibitor",https://www.prnewswire.com/news-releases/acelrx-announces-rebranding-with-name-change-to-talphera-inc-302029288.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
zhuhai essex bio-pharmaceutical co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.essex.com.cn', port=",No,HLX04-O; Diquafosol Sodium,"VEGF, Vascular Endothelial Growth Factor; Not specified",ophthalmology,cytokine; Not specified,Phase 3; Approved,No,,,No,,,Yes,genetically engineered therapeutic Fibroblast Growth Factors (FGFs),https://www.linkedin.com/company/essex-bio-technology-ltd,Yes,recombinant anti-VEGF humanized monoclonal antibody injection,https://lnkd.in/gYuDiaap,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cannabibs sp. z o.o.,"Error: Connection failed - HTTPSConnectionPool(host='cannabibs.eu', port=443)",No,THC; CBD; CBN; CBG; CBV; CBDV; THCV; CBC; CBND; CBL; CBE; CBT,"CB1, Cannabinoid Receptor 1; CB2, Cannabinoid Receptor 2; FAAH, Fatty Acid Amide Hydrolase; MAGL, Monoacylglycerol Lipase",CNS; metabolic diseases; oncology; pain management; epilepsy,gpcr; enzyme,Approved,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
nuance pharma (shanghai) co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.nuancepharma.com', p",No,Ensifentrine; Ohtuvayre,"PDE3; PDE4, Phosphodiesterase 3 and 4",respiratory diseases,enzyme,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
nuance pharma ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.nuancepharma.com', p",No,Ensifentrine; Ohtuvayre,"PDE3, Phosphodiesterase 3; PDE4, Phosphodiesterase 4",respiratory diseases,enzyme,Phase 3,Yes,"first-in-class selective dual inhibitor of phosphodiesterase 3 and 4 (""PDE3; PDE4"")",https://www.prnewswire.com/apac/news-releases/nuance-pharma-announces-ensifentrine-meets-primary-endpoint-in-phase-3-enhance-china-trial-for-copd-302457563.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
estetra sa,Error: Connection failed - HTTPSConnectionPool(host='www.pharmaceutical-techn,No,MET-097i; MET-233i; MET-224 o; MET-097 o; MET-002 o; Estetrol,"GLP-1, Glucagon-Like Peptide-1 Receptor; Amylin; Estrogen Receptor",metabolic diseases; contraception; menopause,gpcr; other; nuclear receptors,Phase 3; Phase 1; Approved,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
estetra sprl,2024-12-06 00:00:00,Yes,Estetrol; Drospirenone; E4/DRSP; NEXTSTELLIS,Not specified,contraception,nuclear receptors,Marketed,Yes,Manufacture of basic pharmaceutical products,"https://www.northdata.com/Estetra%20B%C2%B7V%C2%B7,%20Li%C3%A8ge/KBO%200818.257.356",No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
zhejiang acea pharmaceutical co ltd,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,ACR-368; ACR-2316,Not specified,oncology,kinases,Phase 2; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
priothera ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.eib.org', port=443):",No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,synthetic S1P receptor modulator,https://www.globenewswire.com/news-release/2024/12/03/2990390/0/en/Priothera-to-Present-Trial-in-Progress-Poster-for-Mocravimod-at-2024-American-Society-of-Hematology-ASH-Annual-Meeting.html,No,,,No,,,No,,,No,,,No,,,No,,,Yes,CAR-T cell therapies,https://www.linkedin.com/company/priothera/,No,,,No,,,No,,
china resources pharmaceutical group ltd,2025-02-20 16:02:18,No,HiCM-188,Not specified,cardiovascular,other,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
merrimack pharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",Yes,MM-121; MM-141; MM-310,"HER3, Human Epidermal Growth Factor Receptor 3; IGF1-R, Insulin-like Growth Factor 1 Receptor; EphA2, Ephrin Type-A Receptor 2",oncology,other; kinases; other,Phase 2; Phase 2; Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
merrimack pharmaceuticals inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,HER2–HER3–HSA,"HER2–HER3, Human Epidermal Growth Factor Receptor 2–Human Epidermal Growth Factor Receptor 3",oncology,other,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
aragon pharmaceuticals inc,2025-07-18 14:14:51,No,ARN-509,"AR, Androgen Receptor",oncology,nuclear receptors,Phase 2,Yes,androgen receptor antagonist program,https://www.jnj.com/media-center/press-releases/johnson-johnson-announces-definitive-agreement-to-acquire-aragon-pharmaceuticals-inc,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
jiangsu haosen pharmaceutical group co ltd,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,"R&D, manufacture, sales and pharmaceutical investment of drugs",https://www.linkedin.com/company/jiangsu-hansoh-pharmaceutical-co-ltd-/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
sinopharm group co ltd,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,Amubarvimab; Romlusevimab; Felzartamab,"SARS-CoV-2, Severe Acute Respiratory Syndrome Coronavirus 2; CD38, Cluster of Differentiation 38",infectious diseases; oncology,other; immune checkpoint,Approved; Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
eli lilly and co,"Error: Connection failed - HTTPSConnectionPool(host='not%20found', port=443):",Yes,Kisunla; Zepbound; Mounjaro; orforglipron; PNT2002; PNT2001; MORF-057; Omvoh; STX-478,"Amyloid plaques; GLP-1, Glucagon-like Peptide-1; GIP, Glucose-dependent Insulinotropic Polypeptide; α4β7 integrin; PSMA, Prostate-Specific Membrane Antigen; PI3Kα, Phosphoinositide 3-kinase alpha",neurodegeneration; obesity; diabetes; oncology; gastroenterology; cardiovascular,enzyme; gpcr; other; kinases,Approved; Marketed; Phase 3; Phase 2,Yes,"Harnessing the power of biotechnology, chemistry and genetic medicine",https://www.linkedin.com/company/eli-lilly-and-company,No,,,Yes,Treating type 2 diabetes isn’t a one-size-fits all approach. That’s why we continue to develop potential new medicines to help people better manage blood sugar and weight.,https://www.linkedin.com/company/eli-lilly-and-company,Yes,"FDA granted approval of a new oral therapy for people living with ER+, HER2–, ESR1m #MetastaticBreastCancer",https://www.linkedin.com/company/eli-lilly-and-company,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cassava sciences inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,Simufilam; SavaDx,Alzheimer's disease,CNS,Not specified,Phase 3,Yes,Simufilam,https://www.cnbc.com/quotes/SAVA,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
george medicines pty ltd,"Error: Connection failed - HTTPSConnectionPool(host='uk.linkedin.com', port=4",No,GMRx2; WIDAPLIK,Hypertension,cardiovascular,Not specified,Approved,Yes,single-pill combinations of existing treatments,https://brandoncapital.vc/portfolio/george-medicine/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
academpharm,"Error: Connection failed - HTTPSConnectionPool(host='academpharm.by', port=44",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
zhuhai jianfu pharmaceutical co ltd,"Error: Connection failed - HTTPSConnectionPool(host='news.futunn.com', port=4",No,Tafasitamab,"CD19, Cluster of Differentiation 19",oncology,immune checkpoint,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
artelo biosciences inc,2025-10-16 15:26:46,Yes,ART26.12; ART27.13,"FABP5, Fatty Acid Binding Protein 5; CB1 and CB2, Cannabinoid Receptors",oncology; pain; CNS,enzyme; gpcr,Phase 2,Yes,most clinically advanced small-molecule oral treatment in development for cancer anorexia,https://www.stocktitan.net/news/ARTL/artelo-biosciences-announces-expanded-clinical-data-to-be-presented-1nxodvvohijc.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,modulating lipid-signaling pathways,https://artelobio.com/
arrien pharmaceuticals llc,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
iterum therapeutics plc,2025-08-21 14:15:01,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
adjutec pharma as,"Error: Connection failed - HTTPSConnectionPool(host='beam-alliance.eu', port=",Yes,APC148; APC301; APC247,"MBLs, Metallo-β-lactamases",infectious diseases,enzyme,Phase 1,Yes,synthesis of β-lactamase inhibitors (BLIs),https://no.linkedin.com/company/adjutec-pharma-as,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
vion pharmaceuticals inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='www.inknowvation.com', p",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
