company_name,sector,funding,funding_citation,ai_enabled
242 hospital,Others,Not Found,Not Found,No
280bio inc,Biotechnology,Not Found,Not Found,No
2y-chem ltd,Pharmaceuticals,Not Found,Not Found,No
3e bioventures,Not Found,Not Found,Not Found,Unknown
3h pharmaceuticals co ltd,Pharmaceuticals,"$10M, Seed",https://tracxn.com/d/companies/3h-pharmaceuticals/__z-jDLLs8mjFbcK3qasGqjEQ17cvC_9pFfcwuKIpE97s,Yes
3m health care ltd,Others,Not Found,Not Found,No
wojskowy szpital kliniczny z poliklinika sp zoz,Not Found,Not Found,Not Found,Unknown
4dmedical ltd,Biotechnology,"$28.9M, Not Found",https://en.wikipedia.org/wiki/4DMedical,Yes
4living biotech sas,Not Found,Not Found,Not Found,Unknown
4th military clinical hospital independent public health care,Others,Not Found,Not Found,No
5med gmbh,Pharmaceuticals,"$547,643, Not Found","https://www.northdata.de/5med%20GmbH,%20Freiburg%20i%C2%B7%20Breisgau/Amtsgericht%20Freiburg%20HRB%20732038",No
60 degrees pharmaceuticals inc,Not Found,Not Found,Not Found,Unknown
60 degrees pharmaceuticals llc,Pharmaceuticals,"$10M, IPO",https://finance.yahoo.com/news/60-degrees-pharmaceuticals-announces-closing-200100524.html,No
7tm pharma a/s (inactive),Biotechnology,"$15M, Not Found",https://sciencebusiness.net/news/69758/7TM-closes-%2415M-round-and-sells-rights-to-OSI,No
858 therapeutics inc,Biotechnology,"$50M, Series B",https://www.businesswire.com/news/home/20240926331123/en/858-Therapeutics-Announces-%2450-Million-Series-B-Financing,No
908th hospital of people’s liberation army joint logistic support force,Not Found,Not Found,Not Found,Unknown
90th anniversary of chulalongkorn university fund,Not Found,Not Found,Not Found,Unknown
9305-9954 quebec inc,Not Found,Not Found,Not Found,Unknown
95th hospital of putian,Others,Not Found,Not Found,No
a j institute of dental sciences,Not Found,Not Found,Not Found,Unknown
a menarini india pvt ltd,Pharmaceuticals,Not Found,Not Found,No
a. vogel ag,Pharmaceuticals,Not Found,Not Found,No
a.c.p.m. dental college and hospital,Others,Not Found,Not Found,No
a.j. institute of medical sciences & research centre,Not Found,Not Found,Not Found,Unknown
a.o.u. city of health and science of turin,Others,Not Found,Not Found,No
a.vogel bv,Pharmaceuticals,Not Found,Not Found,No
a2a pharmaceuticals inc,Biotechnology,"$6M, Not Found",https://www.linkedin.com/company/a2a-pharmaceuticals,Yes
a4 fertility centre,Others,Not Found,Not Found,Yes
ab pharma ltd,Pharmaceuticals,Not Found,Not Found,Yes
ab science sa,Pharmaceuticals,"$3.0M, Post IPO equity",https://www.linkedin.com/company/ab-science/,No
ab-biotics sa,Biotechnology,"$59K, Grant",https://www.crunchbase.com/organization/ab-biotics,No
abc farmaceutici spa,Pharmaceuticals,Not Found,Not Found,No
abc medical center,Others,Not Found,Not Found,No
abm therapeutics corp,Biotechnology,"$30M, Series B",https://www.vivabiotech.com/new/568.html,No
abm therapeutics inc,Biotechnology,"$30M, Series B",https://www.vivabiotech.com/new/568.html,No
abnoba gmbh,Pharmaceuticals,Not Found,Not Found,No
ABS Network Westphalia-Lippe,Others,Not Found,Not Found,No
abvc biopharma inc,Pharmaceuticals,Not Found,Not Found,No
acea biosciences inc,Biotechnology,"$20M, Acquired",https://www.linkedin.com/company/acea-biosciences,No
aco hud ab,Pharmaceuticals,"$330M, Acquired",https://www.ainvest.com/news/kkr-acquires-aco-hud-nordic-ab-dermacosmetics-assets-330m-2507/,No
acpm dental college and hospital,Others,Not Found,Not Found,No
acpm medical college,Others,Not Found,Not Found,No
acs biomarker,Biotechnology,Not Found,Not Found,No
act biotech inc,Biotechnology,"$12M, Acquired",https://www.cbinsights.com/company/act-biotech,No
acteon north america,Others,Not Found,Not Found,No
advantage therapeutics inc,Biotechnology,"$2.5M, Grant",https://finance.yahoo.com/news/advantage-therapeutics-awarded-2-5-124300733.html,No
aet laboratories pvt ltd,Pharmaceuticals,Not Found,Not Found,No
aft pharmaceuticals ltd,Pharmaceuticals,"$21.5K, Grant",https://nz.linkedin.com/company/aft-pharmaceuticals,No
agi therapeutics research ltd,Pharmaceuticals,"$6.6M, Acquired",https://www.irishtimes.com/business/health-pharma/agi-therapeutics-being-sold-for-6-6m-1.442154,No
agmc and gbp hospital agartala,Others,Not Found,Not Found,No
agunco obstetrics and gynecology centre,Others,Not Found,Not Found,No
ahs cancercontrol alberta,Others,Not Found,Not Found,No
aids clinical trials group,Others,Not Found,Not Found,No
aisa pharma australia pty ltd,Pharmaceuticals,Not Found,Not Found,No
aisa pharma inc,Pharmaceuticals,Not Found,Not Found,No
aj institute of dental sciences,Others,Not Found,Not Found,No
ajna australia pty ltd,Pharmaceuticals,Not Found,Not Found,No
"akela pharma inc. (formerly lab international, inc.) (inactive)",Pharmaceuticals,Not Found,Not Found,No
akela pharma inc. (inactive),Pharmaceuticals,Not Found,Not Found,No
akl research and development ltd,Pharmaceuticals,"$881.5K, Grant",https://www.crunchbase.com/organization/akl-research-development,No
al-zahraa university hospital,Others,Not Found,Not Found,No
alk-abello as,Pharmaceuticals,Not Found,Not Found,Yes
aln rao memorial ayurvedic medical college,Others,Not Found,Not Found,No
alsi pharmaceuticals inc,Pharmaceuticals,"$100M, Seed",https://www.linkedin.com/company/alys-pharmaceuticals,No
amc medical research bv,Biotechnology,Not Found,Not Found,Yes
ame''s dental college and hospital,Others,Not Found,Not Found,No
amo pharma ltd,Pharmaceuticals,"$10M, Series A",https://www.linkedin.com/company/amo-pharma-ltd,No
amri hospitals ltd,Others,"$290M, Acquired",https://en.wikipedia.org/wiki/AMRI_Hospitals,No
an2 therapeutics inc,Biotechnology,"$10M, Grant",https://www.linkedin.com/company/an2-therapeutics-inc,No
ao foundation,Others,Not Found,Not Found,Yes
aorn a. cardarelli napoli,Others,Not Found,Not Found,Yes
aorn santobono-pausilipon,Others,Not Found,Not Found,No
aortica group,Biotechnology,"$10M, Acquired",https://evtoday.com/news/terumo-acquires-aortica-corporation-to-further-bolster-its-vascular-graft-portfolio,No
aospine north america,Others,Not Found,Not Found,No
aou city of health and science of turin,Others,Not Found,Not Found,No
"apt pharmaceuticals, inc. (inactive)",Pharmaceuticals,"$22M, Series A-2",https://www.biospace.com/apt-pharmaceutical-llc-closes-new-22-million-funding-round,No
arce therapeutics inc,Biotechnology,Not Found,Not Found,Yes
armgo pharma inc,Biotechnology,"$1M, Not Found",https://www.mda.org/press-releases/armgo-pharma-receives-1-million-mda-award-to-continue-development-of-novel-dmd-treatment,No
arq national psychotrauma center,Others,Not Found,Not Found,Yes
artbio inc,Biotechnology,"$132M, Series B",https://www.prnewswire.com/news-releases/artbio-announces-132-million-series-b-financing-to-advance-pipeline-of-alpha-radioligand-therapies-and-expand-manufacturing-and-supply-chain-infrastructure-302515362.html,No
as kevelt,Pharmaceuticals,Not Found,Not Found,No
asan foundation,Others,"$75M, Not Found",https://en.wikipedia.org/wiki/Asan_Nanum_Foundation,No
ascension genesys hospital,Others,Not Found,Not Found,No
asg eye hospital,Others,Not Found,Not Found,No
aska pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
aska pharmaceutical holdings co ltd,Pharmaceuticals,Not Found,Not Found,No
asklepios proresearch klinische forschung und entwicklung,Pharmaceuticals,Not Found,Not Found,No
asl napoli 1 center,Others,Not Found,Not Found,Yes
asst fatebenefratelli sacco,Others,Not Found,Not Found,Yes
asst papa giovanni xxiii,Others,Not Found,Not Found,No
asst saints paul and charles,Others,Not Found,Not Found,No
ati pharmed,Pharmaceuticals,Not Found,Not Found,No
atlas molecular pharma sl,Biotechnology,"$3.2M, Seed",https://biotech-spain.com/en/articles/atlas-molecular-pharma-closes-a-eur-3-million-round-of-funding-to-advance-clinical-development-of-a-drug-to-treat-congenital-erythropoietic-porphyria/,No
atlas university,Others,Not Found,Not Found,Yes
atma journey centers inc,Others,Not Found,Not Found,No
atxa therapeutics ltd,Pharmaceuticals,Not Found,Not Found,No
aug therapeutics llc,Biotechnology,Not Found,Not Found,No
avm biotechnology llc,Biotechnology,"$14M, Private Financing",https://natlawreview.com/press-releases/ai-technology-group-signs-definitive-agreement-acquire-avm-biotechnology,Yes
avs ayurveda mahavidyalaya,Others,Not Found,Not Found,No
awakn life sciences corp,Biotechnology,Not Found,Not Found,No
ayur.ai (opc) pvt ltd,Others,Not Found,Not Found,Yes
az rivierenland,Others,Not Found,Not Found,No
az sint-maarten,Others,"$110M, Not Found",https://www.eib.org/en/projects/all/20110634,No
az turnhout,Others,Not Found,Not Found,No
az.groeninge kortrijk,Others,Not Found,Not Found,No
aakash healthcare pvt ltd,Others,Not Found,Not Found,No
aanidarman pharmaceutical co,Pharmaceuticals,Not Found,Not Found,No
aardvark therapeutics inc,Biotechnology,Not Found,Not Found,No
aarhus county,Others,Not Found,Not Found,No
aarhus university hospital,Others,Not Found,Not Found,Yes
aarhus university,Others,Not Found,Not Found,No
aarogyam (uk) cic,Others,Not Found,Not Found,No
abadan university of medical sciences,Others,Not Found,Not Found,No
abant izzet baysal university,Others,Not Found,Not Found,No
abarbanel mental health center,Others,Not Found,Not Found,Yes
abbasi shaheed hospital,Others,Not Found,Not Found,No
abbott healthcare pvt ltd,Pharmaceuticals,"$100K, Post IPO Debt",https://www.linkedin.com/company/abbott-,No
abbott india ltd,Pharmaceuticals,Not Found,Not Found,No
abbott medical devices,Others,Not Found,Not Found,Yes
abbott medical laboratories ltd,Pharmaceuticals,Not Found,Not Found,Yes
abdi ibrahim ilac sanayi ve ticaret as,Pharmaceuticals,Not Found,Not Found,Yes
abdul wali khan university,Others,Not Found,Not Found,No
aberystwyth university,Others,"$10.7M, Not Found",https://www.cambrian-news.co.uk/news/university/aberystwyth-takes-place-at-heart-of-mars-mission-840190,Yes
abhilashi ayurvedic college & research institute,Others,Not Found,Not Found,No
abhilashi university,Others,Not Found,Not Found,No
abidapharma,Pharmaceuticals,Not Found,Not Found,No
abidi pharmaceutical co,Pharmaceuticals,Not Found,Not Found,No
abilion medical systems ab,Others,Not Found,Not Found,No
ability pharmaceuticals sl,Biotechnology,"$7M, Not Found",https://synapse.patsnap.com/organization/7b0412b5dff7c0e6d08d4f1880d98eaf,No
abion inc,Biotechnology,"$1.3B, Not Found",https://www.wsj.com/market-data/quotes/kr/xkrx/203400?gaa_at=eafs&gaa_n=ASWzDAg7WdQwFTnd9BNc-bUCw--pF1ra3wJ6XLTuXx7pz2uiXZsBzoMuW_SX&gaa_ts=68eab4bd&gaa_sig=jxsvFvIeSO6sddVEtb2jTnM629MaFnREx9TIj_JirSZLQaZf8LRyD_deuuEaGCD4YLvI9qLdgg9crwaMXzSOqQ%3D%3D,Yes
ablative solutions inc,Others,"$5.3M, Seed",https://secondwavemedia.com/ablativesolutions0621/,No
abliva ab,Biotechnology,Not Found,Not Found,No
aboca spa,Pharmaceuticals,Not Found,Not Found,No
aburaihan pharmaceutical co,Pharmaceuticals,Not Found,Not Found,No
acacia pharma group ltd,Pharmaceuticals,"$30M, Debt Financing",https://www.linkedin.com/company/acaciapharmainc,No
acacia pharma group plc,Pharmaceuticals,"$30M, Debt Financing",https://www.linkedin.com/company/acaciapharmainc,No
acacia pharma ltd,Pharmaceuticals,"$30M, Debt Financing",https://www.linkedin.com/company/acaciapharmainc,No
academia sinica,Biotechnology,"$400M, Not Found",https://en.wikipedia.org/wiki/Academia_Sinica,Yes
"academic center for education, culture and research",Others,Not Found,Not Found,No
academic centre for dentistry in amsterdam,Others,Not Found,Not Found,No
academic clinical center of braga,Biotechnology,Not Found,Not Found,Yes
"academic medical center;amsterdam umc, location vumc",Others,Not Found,Not Found,No
"academic medical center;university of amsterdam;amsterdam umc, location vumc",Others,Not Found,Not Found,No
academic thoracic oncology medical investigators consortium,Biotechnology,Not Found,Not Found,No
academic and clinical central office for research and development,Others,Not Found,Not Found,Yes
academpharm,Pharmaceuticals,"$1M, Not Found",https://academpharm.by/en,No
academy of military medical sciences,Biotechnology,Not Found,Not Found,Yes
acahealth pharma and biotech co ltd,Biotechnology,Not Found,Not Found,No
acara bioherb pvt ltd,Pharmaceuticals,Not Found,Not Found,No
accare,Others,Not Found,Not Found,No
accent therapeutics inc,Biotechnology,"$75M, Series C",https://www.crunchbase.com/organization/accent-therapeutics,No
accesshealth ma,Others,Not Found,Not Found,No
accord healthcare inc,Pharmaceuticals,Not Found,Not Found,No
accro bioscience suzhou co ltd,Biotechnology,Not Found,Not Found,No
accutar biotechnology inc,Biotechnology,"$28.5M, Series Unknown",https://www.crunchbase.com/organization/accutarbio,Yes
acelink therapeutics inc,Pharmaceuticals,Not Found,Not Found,No
acelrx pharmaceuticals inc,Pharmaceuticals,"$17M, Post IPO equity",https://www.linkedin.com/company/acelrx-pharmaceuticals,No
acerand therapeutics,Biotechnology,Not Found,Not Found,Yes
acerus pharmaceuticals corp,Pharmaceuticals,Not Found,Not Found,No
achaogen inc (inactive),Biotechnology,"$15M, IPO",https://www.nature.com/articles/s41599-024-03452-0,No
acharya shri chander college of medical sciences,Others,Not Found,Not Found,No
acharya vinoba bhave rural hospital,Others,Not Found,Not Found,No
ache laboratorios farmaceuticos sa,Pharmaceuticals,Not Found,Not Found,No
achillion pharmaceuticals inc (inactive),Biotechnology,"$930M, Acquired",https://www.fiercebiotech.com/biotech/alexion-inks-deal-to-acquire-achillion-for-930m-upfront,No
acibadem healthcare group,Others,"$Not Found, Not Found",Not Found,No
acibadem maslak hospital,Not Found,Not Found,Not Found,Unknown
acibadem university,Not Found,Not Found,Not Found,Unknown
acino international ag,Not Found,Not Found,Not Found,Unknown
aclipse one inc,Not Found,Not Found,Not Found,Unknown
aclipse therapeutics llc,Not Found,Not Found,Not Found,Unknown
acme formulation pvt ltd,Not Found,Not Found,Not Found,Unknown
acorda therapeutics inc,Not Found,Not Found,Not Found,Unknown
acotec scientific co ltd,Not Found,Not Found,Not Found,Unknown
acousia therapeutics gmbh,Not Found,Not Found,Not Found,Unknown
acrivon therapeutics inc,Not Found,Not Found,Not Found,Unknown
acrobio healthcare inc,Not Found,Not Found,Not Found,Unknown
across co ltd,Not Found,Not Found,Not Found,Unknown
acrotech biopharma inc,Not Found,Not Found,Not Found,Unknown
acrotech biopharma llc,Not Found,Not Found,Not Found,Unknown
acrux ltd,Not Found,Not Found,Not Found,Unknown
actavis group hf,Not Found,Not Found,Not Found,Unknown
actelion pharmaceuticals ltd,Not Found,Not Found,Not Found,Unknown
actimed therapeutics ltd,Not Found,Not Found,Not Found,Unknown
actinogen medical ltd,Not Found,Not Found,Not Found,Unknown
action life sciences consulting ltd,Not Found,Not Found,Not Found,Unknown
activ''inside,Not Found,Not Found,Not Found,Unknown
actoverco,Not Found,Not Found,Not Found,Unknown
actualeyes inc,Not Found,Not Found,Not Found,Unknown
actuate therapeutics inc,Not Found,Not Found,Not Found,Unknown
acucort ab,Not Found,Not Found,Not Found,Unknown
acure biosciences pvt ltd,Not Found,Not Found,Not Found,Unknown
acurx pharmaceuticals inc,Biotechnology,"$12M, Equity Line of Credit",https://www.prnewswire.com/news-releases/acurx-pharmaceuticals-inc-reports-second-quarter-results-and-provides-business-update-302520712.html,No
adalvo ltd,Pharmaceuticals,Not Found,Not Found,No
adamas pharmaceuticals inc,Pharmaceuticals,"$59.2M, Post IPO equity",https://www.linkedin.com/company/adamas-pharmaceuticals-inc.,No
adamis pharmaceuticals corp,Pharmaceuticals,Not Found,Not Found,No
adams clinical trials llc,Biotechnology,"$10M, Private equity",https://www.linkedin.com/company/adams-clinical,No
adare pharma solutions,Pharmaceuticals,Not Found,Not Found,No
adastra pharmaceuticals inc (inactive),Pharmaceuticals,Not Found,Not Found,No
addario lung cancer medical institute,Others,Not Found,Not Found,Yes
addenbrooke's hospital,Others,Not Found,Not Found,No
addex therapeutics ltd,Biotechnology,"$2.1M, IPO",https://ch.linkedin.com/company/addex-therapeutics,No
addiction centre stockholm,Others,Not Found,Not Found,No
addinex technologies inc,Pharmaceuticals,"$260K, Grant",https://www.globenewswire.com/news-release/2022/09/07/2511454/0/en/Addinex-Technologies-Awarded-260K-Grant-by-the-CDC-to-Improve-Addiction-Medication-Dispensing.html,No
addis ababa university,Others,Not Found,Not Found,No
addmedica sas,Pharmaceuticals,Not Found,Not Found,No
adeptio pharmaceuticals ltd,Pharmaceuticals,Not Found,Not Found,No
adesh institute of medical sciences & research,Others,Not Found,Not Found,No
adesh institute of medical sciences &,Others,Not Found,Not Found,No
adhera health inc,Others,Not Found,Not Found,Yes
adhera therapeutics inc,Biotechnology,"$500K, Post IPO",https://tracxn.com/d/companies/adhera-therapeutics/__Z30WBAt-vzTUT-R9bDIrSCxY7cO7C2oMmfxn-qqnWMs,Yes
adial pharmaceuticals inc,Pharmaceuticals,Not Found,Not Found,No
"adichunchanagiri ayurvedic medical college, hospital and research centre",Others,Not Found,Not Found,No
adichunchanagiri university,Others,Not Found,Not Found,No
adiso therapeutics inc,Biotechnology,"$60M, Series A",https://www.linkedin.com/company/adisotx,No
adium pharma sa,Pharmaceuticals,"$120M, Not Found",https://www.cbinsights.com/company/adium-pharma,No
adiyaman universitesi,Others,Not Found,Not Found,No
adiyaman university education and research hospital,Others,Not Found,Not Found,No
adjutec pharma as,Pharmaceuticals,"$2.2M, Not Found",https://beam-alliance.eu/adjutec-pharma-will-lead-a-eurostars-project-of-e2-2mill/,No
adjuvance technologies inc,Biotechnology,"$13.4M, Series A",https://tracxn.com/d/companies/adjuvance-technologies/__1gvjW1MY6JQPnm1DA91vbeMJmp-Yja4wXMW2UlKvf0s,No
adrenas therapeutics inc,Biotechnology,Not Found,Not Found,No
advanced biodesign,Biotechnology,"$30M, Not Found",https://fr.linkedin.com/company/advanced-biodesign,No
advanced bioscience laboratories inc,Biotechnology,Not Found,Not Found,No
advanced clinical trial chest surgery group,Others,Not Found,Not Found,No
advanced dermatology pc,Others,Not Found,Not Found,No
advanced eye center.,Others,Not Found,Not Found,No
advanced pharmaceuticals,Pharmaceuticals,Not Found,Not Found,No
advanced vision care,Others,Not Found,Not Found,No
advanced vital enzymes pvt ltd,Biotechnology,Not Found,Not Found,No
advancing clinical therapeutics globally,Biotechnology,Not Found,Not Found,No
advancing clinical trials in neonatal opioid withdrawal program,Others,"$375M, Not Found",https://www.rti.org/announcements/rti-study-impacts-opioids-infants-bolster-efforts-prevent-opioid-misuse-new-nih-awards,No
advantage silver dental arrest llc,Pharmaceuticals,Not Found,Not Found,No
advantx pharmaceuticals inc,Pharmaceuticals,Not Found,Not Found,Yes
advaxis,Biotechnology,"$9.3M, IPO",https://www.iposcoop.com/ipo/advaxis-inc/,No
advesya sas,Biotechnology,Not Found,Not Found,No
advicenne sa,Pharmaceuticals,"$3.0M, Post IPO equity",https://www.linkedin.com/company/advicenne-pharma-sa/,No
advocate health care inc,Others,Not Found,Not Found,Yes
aelis farma sas,Biotechnology,Not Found,Not Found,No
aeovian pharmaceuticals inc,Biotechnology,"$50M, Not Found",https://www.prnewswire.com/news-releases/aeovian-pharmaceuticals-doses-first-participants-in-phase-1-clinical-trial-strengthens-leadership-team-and-raises-additional-50-million-financing-302101427.html,No
aer therapeutics inc,Biotechnology,"$36M, Series A",https://www.biospace.com/article/aer-therapeutics-raises-36m-for-novel-approach-to-copd/,No
aer therapeutics inc (inactive),Biotechnology,"$36M, Series A",https://innovation.ucsf.edu/news/aer-therapeutics-closes-36-million-series-advance-development-aer-01-innovative-mucolytic,No
aerami therapeutics holdings inc,Biotechnology,Not Found,Not Found,No
aerami therapeutics inc,Biotechnology,Not Found,Not Found,No
aerie pharmaceuticals inc,Pharmaceuticals,"$770M, Acquired",https://en.wikipedia.org/wiki/Aerie_Pharmaceuticals,No
aerorx therapeutics inc,Biotechnology,"$21M, Series A",https://vcnewsdaily.com/aerorx-therapeutics/venture-capital-funding/qlxjqqgtxb,No
aerorx therapeutics llc (inactive),Biotechnology,"$21M, Series A",https://finance.yahoo.com/news/aerorx-therapeutics-announces-21-million-110000368.html,No
aerogen ltd,Pharmaceuticals,Not Found,Not Found,No
aerovate therapeutics inc,Biotechnology,"$69.6M, Acquired",https://www.prnewswire.com/news-releases/aerovate-therapeutics-stockholders-approve-proposed-merger-with-jade-biosciences-and-all-related-proposals-302433012.html,No
aerpio pharmaceuticals inc (inactive),Pharmaceuticals,"$155M, Acquired",https://www.aadibio.com/aadi-bioscience-announces-closing-of-merger-with-aerpio-pharmaceuticals-and-155m-private-placement/,No
aesculape cro bvba,Pharmaceuticals,Not Found,Not Found,Yes
afasci inc,Biotechnology,"$30M, Series A",https://convention.bio.org/exhibitors/afasci-research-laboratories,No
afferent pharmaceuticals inc,Pharmaceuticals,"$80M, Acquired",https://www.genengnews.com/news/merck-co-to-acquire-afferent-pharmaceuticals-for-up-to-1-25b/,No
affiliated ganzhou hospital of nanchang university,Others,Not Found,Not Found,No
affiliated hospital of changchun university of traditional chinese medicine,Others,Not Found,Not Found,No
affiliated hospital of chengde medical university,Others,Not Found,Not Found,No
affiliated hospital of chengdu university,Others,Not Found,Not Found,No
affiliated hospital of gansu university of chinese medicine,Others,Not Found,Not Found,No
affiliated hospital of hebei engineering university,Others,Not Found,Not Found,No
affiliated hospital of hebei university,Others,Not Found,Not Found,No
affiliated hospital of north sichuan medical college,Others,Not Found,Not Found,No
affiliated hospital of qiingdao university,Others,Not Found,Not Found,Yes
affiliated hospital of qingdao university,Others,Not Found,Not Found,Yes
affiliated hospital of shanxi medical university,Others,Not Found,Not Found,No
affiliated hospital of xuzhou medical university,Biotechnology,Not Found,Not Found,No
affiliated municipal hospital of shanghai university of traditional chinese medicine,Others,Not Found,Not Found,No
affiliated people''s hospital of hubei medical college,Others,Not Found,Not Found,No
affiliated stomatological hospital of guangxi medical university,Others,Not Found,Not Found,No
affiliated stomatological hospital of guilin medical university,Others,Not Found,Not Found,No
affiliated stomatology hospital of guangzhou medical university,Others,Not Found,Not Found,No
affiliated traditional chinese medicine hospital of southwest medical university,Others,Not Found,Not Found,No
afimmune biopharma ltd,Pharmaceuticals,Not Found,Not Found,No
africa centre for health and population studies,Others,Not Found,Not Found,No
african institute of biomedical science and technology,Biotechnology,"$1.5M, Seed",https://www.gatesfoundation.org/about/committed-grants/2021/10/inv036801,No
african poverty related infection oriented research initiative,Others,"$4.5M, Not Found",https://publications.edctp.org/international-partnerships-against-infectious-diseases/eaccrii,No
african research universities alliance,Others,"$20M, Not Found",https://en.wikipedia.org/wiki/African_Research_Universities_Alliance,No
aga khan university,Others,Not Found,Not Found,No
agartala government medical college,Others,Not Found,Not Found,No
ageless rx,Others,Not Found,Not Found,No
agelessrx,Pharmaceuticals,Not Found,Not Found,Yes
agenebio inc,Pharmaceuticals,"$3.4M, Grant",https://www.linkedin.com/company/agenebio-inc-,No
agennix ag (inactive),Biotechnology,Not Found,Not Found,No
agile therapeutics inc,Pharmaceuticals,"$45M, Acquired",https://njbiz.com/agile-therapeutics-acquired-for-45m/,No
agio pharmaceuticals ltd,Pharmaceuticals,Not Found,Not Found,No
agios savvas anticancer hospital of athens,Others,Not Found,Not Found,Yes
aglowmed pharmaceuticals ltd,Pharmaceuticals,"$20M, Not Found",Not Found,No
agricultural research development agency,Others,Not Found,Not Found,No
agyany pharmaceuticals ltd,Biotechnology,Not Found,Not Found,No
ahammune biosciences pvt ltd,Biotechnology,"$8.02M, Series A",https://tracxn.com/d/companies/ahammune-biosciences/__ayBsd26wzTEOgW4bSYhfddUNrY3qY1tz5ZOlO-d1X78,No
ahana hospitals,Others,Not Found,Not Found,No
ahi evran university,Others,Not Found,Not Found,No
ahi evran university education and research hospital,Others,Not Found,Not Found,No
ahi evran university training and research hospital,Others,Not Found,Not Found,No
ahn-gook new pharma co ltd,Pharmaceuticals,Not Found,Not Found,Yes
ahn-gook pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
ahran tejarat co,Pharmaceuticals,Not Found,Not Found,Yes
aicure llc,Biotechnology,"$4M, Series Unknown",https://www.linkedin.com/company/aicure,Yes
aicuris anti-infective cures ag,Biotechnology,"$74.8M, Series B",https://www.linkedin.com/company/aicuris,No
aiviva biopharma inc,Biotechnology,Not Found,Not Found,No
aichi medical university,Others,Not Found,Not Found,No
aichi medical university hospital,Others,Not Found,Not Found,No
aier eye affiliated hospital of wuhan university,Others,"$8M, Not Found",https://en.wikipedia.org/wiki/Aier_Eye_Hospital,No
aier eye hospital group co ltd,Others,"$490M, Private Placement",https://en.wikipedia.org/wiki/Aier_Eye_Hospital,Yes
aier health eye drops (liaoning) co ltd,Pharmaceuticals,"$490M, Private Placement",https://en.wikipedia.org/wiki/Aier_Eye_Hospital,Yes
aimil pharmaceuticals (india) ltd,Pharmaceuticals,Not Found,Not Found,No
ain shams university faculty of medicine,Others,Not Found,Not Found,No
ain shams university hospitals,Others,Not Found,Not Found,No
aintree university hospital nhs foundation trust,Others,Not Found,Not Found,No
air force medical university,Others,Not Found,Not Found,No
air force military medical university hospital 1,Others,Not Found,Not Found,No
air force military medical university hospital 2,Others,Not Found,Not Found,No
air force military medical university hospital three,Others,Not Found,Not Found,No
airforce general hospital 251,Others,"$6.09M, Not Found",https://www.snf.org/en/news-stories/news/announcements/the-stavros-niarchos-foundation-supports-251-air-force-general-hospital-with-a-53-million-grant/,No
aitemei (suzhou) pharmaceutical technology co ltd,Pharmaceuticals,Not Found,Not Found,No
aizant drug research solutions pvt ltd,Pharmaceuticals,Not Found,Not Found,No
aja university of medical sciences,Others,Not Found,Not Found,No
ajanta pharma ltd,Pharmaceuticals,Not Found,Not Found,No
ajax therapeutics inc,Biotechnology,Not Found,Not Found,Yes
ajmal khan tibbiya college,Others,Not Found,Not Found,No
ajou university,Others,Not Found,Not Found,Yes
ajou university school of medicine,Others,Not Found,Not Found,Yes
aju pharm co ltd,Pharmaceuticals,Not Found,Not Found,Yes
akaal pharma pty ltd,Biotechnology,Not Found,https://tracxn.com/d/companies/akaal-pharma/__S9Pavsc8C3ryrSpIIy48VSK6P26H8q8EgJRF3dFYV8E,No
akagera medicines inc,Biotechnology,Not Found,Not Found,No
akam tejarat fartak farasoo,Pharmaceuticals,Not Found,Not Found,No
akanksha ivf centre,Others,Not Found,Not Found,No
akashi medical center,Others,Not Found,Not Found,No
akay flavours & aromatics pvt ltd,Others,Not Found,Not Found,No
akay flavours &,Others,Not Found,Not Found,Yes
akay natural ingredients pvt ltd,Others,Not Found,Not Found,No
akdeniz university,Others,Not Found,Not Found,No
akdeniz university faculty of dentistry,Others,Not Found,Not Found,No
akebia therapeutics inc,Biotechnology,"$37M, Post IPO Debt",https://www.linkedin.com/company/akebia-therapeutics,No
aker biomarine as,Biotechnology,Not Found,Not Found,No
akershus university hospital,Others,Not Found,Not Found,No
akhtar saeed medical and dental college,Others,Not Found,Not Found,No
akishima clinic,Others,Not Found,Not Found,No
akita university graduate school of medicine and faculty of medicine,Others,Not Found,Not Found,No
akola government medical college & hospital,Others,Not Found,Not Found,No
akorn operating company llc,Pharmaceuticals,"$4.3B, Acquired",https://en.wikipedia.org/wiki/Akorn,No
akram medical complex,Others,Not Found,Not Found,No
akrikhin,Pharmaceuticals,Not Found,Not Found,No
akromion hospital,Others,Not Found,Not Found,No
akron children's hospital,Others,Not Found,Not Found,No
aksaray university,Others,Not Found,Not Found,No
akshay hospital,Others,Not Found,Not Found,No
aksigen hospital care,Pharmaceuticals,Not Found,Not Found,No
aktiia sa,Biotechnology,"$42M, Series B",https://ch.linkedin.com/company/hilohealth,Yes
aktion bronchialkarzinom ev,Others,Not Found,Not Found,No
aktis oncology inc,Biotechnology,"$175M, Series B",https://www.crunchbase.com/organization/aktis-oncology,No
akums drugs &,Pharmaceuticals,"$50M, Not Found",Not Found,No
akvion,Pharmaceuticals,Not Found,Not Found,No
al azhar medical college and super speciality hospital,Others,Not Found,Not Found,No
