company_name,website_timestamp,preclinical_stage,drug_molecule,target,therapeutic_area,target_type,development_stage,small_molecules,small_molecules_keyword,small_molecules_source_url,peptides,peptides_keyword,peptides_source_url,proteins,proteins_keyword,proteins_source_url,antibodies,antibodies_keyword,antibodies_source_url,antibody_conjugates,antibody_conjugates_keyword,antibody_conjugates_source_url,fusion_proteins,fusion_proteins_keyword,fusion_proteins_source_url,nucleic_acid_therapeutics,nucleic_acid_therapeutics_keyword,nucleic_acid_therapeutics_source_url,gene_cell_therapies,gene_cell_therapies_keyword,gene_cell_therapies_source_url,vaccines,vaccines_keyword,vaccines_source_url,protein_degraders,protein_degraders_keyword,protein_degraders_source_url,other_modalities,other_modalities_keyword,other_modalities_source_url
kymab ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.devex.com', port=443",Yes,KY1005; KY1044,"OX40L, OX40-Ligand; ICOS, Inducible T-cell Co-Stimulator",immunology; oncology,cytokine; immune checkpoint,Phase 2; Phase 1/2,No,,,No,,,No,,,Yes,fully human monoclonal antibody targeting key immune system regulator OX40L,https://www.sanofi.com/en/media-room/press-releases/2021/2021-04-09-05-00-00-2207173,No,,,No,,,No,,,No,,,Yes,to develop vaccines and therapeutic antibodies to pathogens of infectious diseases,https://www.gatesfoundation.org/about/committed-grants/2016/11/inv-009620,No,,,No,,
fibrogen inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",Yes,Roxadustat; FG-3246; Pamrevlumab,"HIF-PH, Hypoxia-Inducible Factor Prolyl Hydroxylase; CD46; Not specified",oncology; hematology; fibrotic diseases,enzyme; other; other,Phase 3; Phase 2; Phase 3,Yes,"Roxadustat, is an oral small molecule inhibitor of hypoxia-inducible factor (HIF) prolyl hydroxylase",https://www.fibrogen.com/our-company,No,,,No,,,Yes,"Pamrevlumab, an anti-CTGF human monoclonal antibody",https://www.linkedin.com/company/fibrogen,Yes,FG-3246 is a potential first-in-class fully human antibody-drug conjugate (ADC),https://www.fibrogen.com/r-d-pipeline,No,,,No,,,No,,,No,,,No,,,No,,
disc medicine inc,"Error: Connection failed - HTTPSConnectionPool(host='www.globaldata.com', por",No,Bitopertin; DISC-0974; DISC-3405,"GlyT1, Glycine Transporter 1; HJV, Hemojuvelin; TMPRSS6, Transmembrane Serine Protease 6",hematology; rare diseases,enzyme; other; enzyme,Phase 3; Phase 2; Phase 1,Yes,orally administered inhibitor of glycine transporter 1 (GlyT1),https://www.globenewswire.com/news-release/2025/10/16/3168389/0/en/Disc-Medicine-Announces-Receipt-of-FDA-Commissioner-s-National-Priority-Voucher-CNPV-for-Bitopertin-in-Erythropoietic-Protoporphyria-EPP.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
centessa pharmaceuticals plc,2025-10-08 11:30:06,Yes,ORX750; ORX142; ORX489,"OX2R, Orexin Receptor 2",neurological disorders; neurodegenerative disorders; neuropsychiatric disorders; sleep-wake disorders,gpcr,Phase 2; Phase 1; Preclinical,Yes,Orexin Receptor 2 Agonist Program,https://centessa.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,LockBody® Technology Platform,https://centessa.com/
viridian therapeutics inc,2025-10-16 14:44:23,No,veligrotug; VRDN-001; VRDN-003; VRDN-006; VRDN-008,"FcRn, Neonatal Fc receptor; Thyroid Eye Disease",rare diseases; autoimmune diseases,other,Phase 3,No,,,No,,,Yes,protein engineering,https://www.linkedin.com/company/viridiantx,Yes,antibody discovery,https://www.linkedin.com/company/viridiantx,No,,,Yes,neonatal Fc receptor (FcRn) inhibitors,https://www.linkedin.com/company/viridiantx,No,,,No,,,No,,,No,,,No,,
altrubio inc,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",Yes,ALTB-268; ALTB-168,"PSGL-1, P-selectin glycoprotein ligand-1",immunology; inflammatory diseases,immune checkpoint,Phase 2,No,,,No,,,No,,,Yes,PSGL-1 agonist antibody,https://www.globenewswire.com/news-release/2025/06/23/3103244/0/en/AltruBio-Presents-New-Preclinical-Data-at-FOCIS-2025-Demonstrating-ALTB-268-s-Efficacy-in-T-Cell-Mediated-Inflammatory-Models.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,
annexon inc,2025-01-08 00:00:00,Yes,ANX005; ANX007; ANX1502; ANX009,"C1q, Complement Component 1q",autoimmune diseases; neurodegenerative diseases; ophthalmic diseases,other,Phase 3,Yes,"ANX1502, an investigational oral small molecule for the treatment of certain autoimmune indications",https://www.tipranks.com/stocks/annx,No,,,No,,,Yes,"ANX005, a monoclonal antibody, which is in Phase II/III clinical trials",https://www.tipranks.com/stocks/annx,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cellectis sa,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,lasme-cel; UCART22,"Disease Name, Relapsed/Refractory B-cell Acute Lymphoblastic Leukemia",oncology,other,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,allogeneic CAR-T cells capable of recognizing and combating cancer cells,https://www.linkedin.com/company/cellectis,No,,,No,,,No,,
xbrane biopharma ab,"Error: Connection failed - HTTPSConnectionPool(host='xbrane.com', port=443): ",No,Ximluci; Lucamzi,"VEGF-A, Vascular Endothelial Growth Factor-A",ophthalmology,cytokine,Approved,No,,,No,,,Yes,high-yield protein expression technology for the development of biosimilars,https://www.tipranks.com/news/company-announcements/xbrane-biopharma-announces-reverse-share-split,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
medicinova inc,2025-10-14 18:20:33,No,MN-166; MN-001,"PDE4, Phosphodiesterase Type-4; MIF, Macrophage Migration Inhibitory Factor",neurodegenerative diseases; oncology; respiratory diseases; substance use disorders,enzyme; cytokine,Phase 2b/3,Yes,small-molecule therapeutics,https://www.home.saxo/markets/stocks/mnov-xnas,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
quince therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",Yes,TransCon PTH; Baxdrostat; Miransertib; Setrusumab,Hypoparathyroidism; Uncontrolled Hypertension; Various cancers with specific genetic mutations; Osteogenesis Imperfecta,rare diseases; cardiovascular; oncology; bone diseases,enzyme; other; kinases; other,Phase 2; Preclinical; Preclinical; Phase 3,Yes,small molecules,https://www.home.saxo/markets/stocks/qncx-xnas,Yes,peptides,https://www.home.saxo/markets/stocks/qncx-xnas,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,drug/device combination platform that uses an automated process to encapsulate a drug into a patient’s own red blood cells,https://www.linkedin.com/company/quincetx-inc
omeros corp,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",Yes,Zaltenibart; Narsoplimab,"MASP-3, Mannan-binding lectin-associated serine protease-3; MASP-2, Mannan-binding lectin-associated serine protease-2",rare diseases; blood disorders; kidney diseases,enzyme,Phase 3; Approved,Yes,"discovering, developing, and commercializing small-molecule therapeutics",https://www.linkedin.com/company/omeros-corporation,No,,,Yes,"discovering, developing, and commercializing protein therapeutics",https://www.linkedin.com/company/omeros-corporation,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
gaba therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",Yes,GRX-917,"GABAa receptor; NLRP3, NLR Family Pyrin Domain Containing 3",CNS; psychiatric disorders; neurological disorders; auto-immune disorders,ion channels; enzyme,Phase 1,Yes,GRX-917 is a deuterated analog of an established anxiety medication,https://gabarx.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
nbe-therapeutics ag,"Error: Connection failed - HTTPSConnectionPool(host='ch.linkedin.com', port=4",Yes,Not specified,Not specified,oncology,Not specified,Preclinical,No,,,No,,,No,,,Yes,monoclonal antibodies,https://ch.linkedin.com/company/nbe-therapeutics-ag,Yes,antibody drug conjugates (ADCs),https://www.swissbiotech.org/listing/nbe-therapeutics-ag/,No,,,No,,,No,,,No,,,No,,,No,,
neutrolis inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,Not specified,Not specified,immunology,Not specified,Not specified,No,,,No,,,Yes,analogs of naturally occurring enzymes that disassemble NETs,https://www.globenewswire.com/news-release/2024/12/18/2999013/0/en/Neutrolis-Expands-Senior-Leadership-Team-to-Drive-Development-of-Growing-Pipeline-of-Non-Immunosuppressive-Therapies-for-NET-mediated-Autoimmune-Diseases.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,exDNASE™ platform powers the development of analogs of naturally occurring enzymes that disassemble NETs,https://www.globenewswire.com/news-release/2024/12/18/2999013/0/en/Neutrolis-Expands-Senior-Leadership-Team-to-Drive-Development-of-Growing-Pipeline-of-Non-Immunosuppressive-Therapies-for-NET-mediated-Autoimmune-Diseases.html
emulate therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,ultra-low radio frequency energy technology (ulRFE®) to specifically regulate signaling and metabolic pathways on the molecular and genetic levels,https://stockanalysis.com/stocks/emtx/company/
applied genetic technologies corp,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",No,SPINRAZA; ThecaFlex DRx,"SMN, Survival Motor Neuron Protein",neurology; rare diseases,other,Marketed; Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,AAV-based gene therapies,https://www.labiotech.eu/trends-news/syncona-acquiring-applied-genetic-technologies-corporation/,No,,,No,,,No,,
sellas life sciences group inc,2025-10-03 18:48:17,Yes,Galinpepimut-S; SLS009,"WT1, Wilms Tumor 1; CDK9, Cyclin-Dependent Kinase 9",oncology,other; kinases,Phase 3; Phase 2,Yes,highly selective small molecule cyclin-dependent kinase 9 (CDK9) inhibitor,https://sellaslifesciences.com/,Yes,"galinpepimut-S, or GPS, a cancer immunotherapeutic agent",https://sellaslifesciences.com/,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Cancer Vaccine platform,https://www.linkedin.com/company/sellas-life-sciences,No,,,No,,
blueberry therapeutics ltd,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",Yes,Not specified,Not specified,dermatology; skin diseases,Not specified,Preclinical,Yes,"potent selective and safe molecules (peptides, antibodies, small molecules)",https://uk.linkedin.com/company/blueberry-therapeutics-ltd,Yes,"potent selective and safe molecules (peptides, antibodies, small molecules)",https://uk.linkedin.com/company/blueberry-therapeutics-ltd,No,,,Yes,"potent selective and safe molecules (peptides, antibodies, small molecules)",https://uk.linkedin.com/company/blueberry-therapeutics-ltd,No,,,No,,,No,,,No,,,No,,,No,,,No,,
ablynx nv,2017-11-30 00:00:00,Yes,caplacizumab; vobarilizumab,Not specified,rare diseases; hematology; immunology,Not specified,Approved; Phase 3,No,,,No,,,Yes,proprietary therapeutic proteins based on single-domain antibody fragments,https://www.nanotechnologyworld.org/companydirectory-1/ablynx-nv.,Yes,"Nanobodies, proprietary therapeutic proteins based on single-domain antibody fragments",https://www.nanotechnologyworld.org/companydirectory-1/ablynx-nv.,No,,,No,,,No,,,No,,,No,,,No,,,No,,
gi innovation co ltd,"Error: Connection failed - HTTPSConnectionPool(host='convention.bio.org', por",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cogent biosciences inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://pitch,Yes,Bezuclastinib; CGT4859; CGT4255; CGT6297,"KIT, Receptor Tyrosine Kinase; FGFR2, Fibroblast Growth Factor Receptor 2; FGFR3, Fibroblast Growth Factor Receptor 3; ErbB2, Receptor Tyrosine Kinase; PI3Kα, Phosphoinositide 3-Kinase Alpha; KRAS, Kirsten Rat Sarcoma Viral Oncogene Homolog",oncology; rare diseases,kinases; other,Phase 3; Phase 2; Phase 1; Preclinical,Yes,small molecule therapeutics,https://www.cogentbio.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
enliven therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",Yes,ELVN-001; ELVN-002; ELV-3111,"BCR::ABL1, Breakpoint Cluster Region-Abelson 1; HER2, Human Epidermal Growth Factor Receptor 2; NRAS, Neuroblastoma RAS Viral Oncogene Homolog; BRAF, B-Raf Proto-Oncogene Serine/Threonine Kinase",oncology,kinases,Phase 1,Yes,small molecule inhibitors,https://www.linkedin.com/company/enliventherapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
zai lab ltd,2025-10-13 17:45:04,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,"product discovery, development and commercialization",https://www.cnbc.com/quotes/ZLAB,No,,,No,,,Yes,IL-13/IL-31R bispecific antibody,https://www.linkedin.com/company/zai-lab,Yes,DLL3-targeted antibody-drug conjugate (ADC),https://www.linkedin.com/company/zai-lab,No,,,No,,,No,,,No,,,No,,,No,,
sanifit therapeutics sa,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.f,Yes,SAR445877,"PD1, Programmed Cell Death Protein 1; IL-15, Interleukin-15",oncology,immune checkpoint; cytokine,Phase 3,Yes,INS-3001 is a subcutaneously applied calcification inhibitor based on the natural compound inositol hexaphosphate (IP6),"https://newsroom.csl.com/2021-11-22-Vifor-Pharma-to-spearhead-development-of-vascular-calcification-field,-through-acquisition-of-Sanifit-Therapeutics-and-Inositec-AG",No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
amicogen inc,2022-02-01 00:00:00,No,STRO-003,"ROR1, Receptor Tyrosine Kinase-Like Orphan Receptor 1",oncology,kinases,Preclinical,No,,,No,,,Yes,Head of Enzyme/Biopharmaceuticals Business Division,https://www.linkedin.com/company/amicogen-inc/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
zentalis pharmaceuticals inc,2025-10-13 20:09:19,No,azenosertib; ZN-c3; ZN-d6; ZN-a1,"WEE1, WEE1 G2 checkpoint kinase; BAP1, BRCA1-associated protein 1; HER2, Human Epidermal Growth Factor Receptor 2",oncology,kinases; enzyme; other,Phase 1,Yes,Developing small molecule therapeutics targeting fundamental biological pathways of cancers,https://www.linkedin.com/company/zentalis-pharmaceuticals,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
revolution medicines inc,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",No,Daraxonrasib,"RAS, Rat Sarcoma Viral Oncogene Homolog",oncology,kinases,Phase 3,Yes,multi-selective inhibitor for RAS-addicted cancers,https://www.quiverquant.com/news/Revolution+Medicines+Receives+FDA+Voucher+for+Daraxonrasib+Under+National+Priority+Voucher+Pilot+Program,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
morphosys ag,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",Yes,Pelabresib; Tulmimetostat,"BET, Bromodomain and Extra-Terminal domain proteins; EZH1, Enhancer of Zeste Homolog 1; EZH2, Enhancer of Zeste Homolog 2",oncology; hematology,other; enzyme,Phase 3; Phase 1,Yes,Pelabresib (CPI-0610) is an investigational small molecule designed to promote anti-tumor activity,https://www.novartis.com/news/media-releases/novartis-strengthen-oncology-pipeline-agreement-acquire-morphosys-ag-eur-68-share-or-aggregate-eur-27bn-cash,No,,,No,,,Yes,"MorphoSys’ pipeline includes a broad portfolio of partnered assets of which some are in partnership with Novartis, including ianalumab (VAY736) which is studied across multiple immunological diseases and in hematology",https://www.novartis.com/news/media-releases/novartis-strengthen-oncology-pipeline-agreement-acquire-morphosys-ag-eur-68-share-or-aggregate-eur-27bn-cash,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Epigenetics,https://www.linkedin.com/company/morphosys
shanghai novamab biopharmaceuticals co ltd,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,LQ036,"IL-4Rα, Interleukin-4 Receptor Alpha",respiratory diseases,cytokine,Phase 2,No,,,No,,,Yes,IL-18 surrogate cytokine agon,https://www.linkedin.com/company/novamab/,Yes,bispecific VHH antibody structure,https://www.linkedin.com/company/novamab/,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Synthetic cytokine agonist,https://www.linkedin.com/company/novamab/
biogenomics llc,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,Clofazimine; Haloperidol; Bacampicillin; Benzocaine; Ciclopirox; Ciclosporin; Co-dergocrine mesilate; Dicycloverine; Fludrocortisone; Fluticasone; Isoxicam; Lansoprazole; Levopropoxyphene; Lomustine; Metixene; Myricetin; Niclosamide; Nocodazole; Pentoxifylline; Sirolimus; Thiamazole; Tocainide; Tretinoin; Valproic acid; Zuclopenthixol,Not specified,infectious diseases,Not specified,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"advanced stem cells, exosomes and biostimulator technologies",https://www.linkedin.com/company/thebiogenomics,No,,,No,,,Yes,advanced exosome formulations,https://thebiogenomics.com/
epics therapeutics sa,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",Yes,EP102,"METTL3, Methyltransferase-like Protein 3",oncology,enzyme,Phase 1,Yes,small molecule drugs targeting RNA epigenetic mechanisms,https://be.linkedin.com/company/epics-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
aston sci co ltd,2025-09-11 07:35:44,No,AST-201; AST-301,Not specified,oncology,Not specified,Phase 2,No,,,Yes,Peptide,https://www.linkedin.com/company/astonsci,No,,,No,,,No,,,No,,,Yes,mRNA,https://www.linkedin.com/company/astonsci,No,,,Yes,therapeutic cancer vaccines,https://www.linkedin.com/company/astonsci,No,,,No,,
allecra therapeutics gmbh,2016-07-15 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,cefepime/enmetazobactam,https://www.linkedin.com/company/allecra-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
medikine inc,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
dizal (jiangsu) pharmaceutical co ltd,2025-09-09 11:38:21,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,sunvozertinib (targeted oral treatment for EGFR exon20ins NSCLC),https://www.linkedin.com/company/dizal-pharma,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
dizal pharmaceutical co,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,ZEGFROVY is an irreversible EGFR inhibitor discovered by Dizal scientists targeting a wide spectrum of EGFR mutations,https://www.prnewswire.com/news-releases/dizal-showcases-robust-portfolio-of-lung-cancer-studies-at-2025-wclc-302550606.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
dizal pharmaceutical co ltd,2025-09-09 11:38:21,No,Sunvozertinib; DZD9008,"EGFR, Epidermal Growth Factor Receptor",oncology,kinases,Approved,Yes,non-covalent blood-brain barrier (BBB) penetrant LYN/BTK dual inhibitor,"https://www.linkedin.com/company/dizal-pharma#:~:text=Dizal%20Pharmaceutical%20Co.%2C%20Ltd%20(,of%20cancer%20and%20immunological%20diseases.",No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
atriva therapeutics gmbh,"Error: Connection failed - HTTPSConnectionPool(host='www.eib.org', port=443):",No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,MEK inhibitors,https://www.linkedin.com/company/atriva-therapeutics-gmbh,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
respirion pharmaceuticals pty ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.cbinsights.com', por",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
immuneoncia therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.bioworld.com', port=",Yes,IMC-001,"PD-L1, Programmed Death-Ligand 1",oncology; rare cancers,immune checkpoint,Not specified,No,,,No,,,No,,,Yes,ImmuneOncia’s portfolio includes diverse immune checkpoint antibodies; the lead antibody IMC-001 Phase I study was completed in Feb 2019 and its Phase 2 study is being prepared.,https://www.linkedin.com/company/immuneoncia,No,,,No,,,No,,,No,,,No,,,No,,,No,,
fortunerock (china) ltd,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,ABO2011; ABO2102,"KRAS, Kirsten Rat Sarcoma Viral Oncogene Homolog",oncology,enzyme,Phase 1/2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
veralox therapeutics inc,2025-01-10 16:48:58,Yes,VLX-1005;cGAS inhibitors,"12-LOX, 12-Lipoxygenase;cGAS, Cyclic GMP-AMP Synthase",cardiovascular;autoimmune diseases;inflammatory diseases;rare diseases;neurodegenerative diseases;metabolic diseases,enzyme;other,Phase 2;Preclinical,Yes,small molecule drug discovery & development company,https://members.mdtechcouncil.com/lifesciencesdirectory/Details/veralox-therapeutics-654838,No,,,No,,,No,,,No,,,No,,,Yes,cGAS inhibitors,https://www.prnewswire.com/news-releases/veralox-therapeutics-expands-its-pipeline-with-the-exclusive-option-to-acquire-nudge-therapeutics-302347548.html,No,,,No,,,No,,,No,,
adaptimmune therapeutics plc,2025-07-11 14:56:06,Yes,TECELRA; Uzatresgene autoleucel; Lete-cel; Afami-cel; ADP-A2M4CD8,"MAGE-A4, Melanoma-associated antigen A4; NY-ESO, New York Esophageal Squamous Cell Carcinoma-1; Mesothelin; CD19, Cluster of Differentiation 19; CD70, Cluster of Differentiation 70",oncology,immune checkpoint,Approved; Phase 2; Failed,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,"PRAME and CD70-directed T-cell therapies, and its allogeneic pipeline",https://www.cnbc.com/quotes/ADAP,No,,,No,,,No,,
evelo biosciences inc,"Error: Connection failed - HTTPSConnectionPool(host='www.biopharmadive.com', ",No,VYN201; Upadacitinib; Ritlecitinib; FB102; TEV-53408,"Small Intestinal Axis; JAK1, Janus Kinase 1; JAK3, Janus Kinase 3; IL-2Rβ, Interleukin-2 Receptor Beta Subunit; IL-15, Interleukin 15",inflammatory diseases; autoimmune diseases; dermatology,other; kinases; kinases; cytokine; cytokine,Phase 3; Phase 3; Phase 3; Phase 1; Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,pharmaceutical preparations of single strains of microbes or microbial extracellular vesicles (EVs),https://www.flagshippioneering.com/companies/evelo-biosciences
tilt biotherapeutics ltd,2025-05-13 07:00:00,Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,Yes,cytokines (TNF and IL-2),https://www.globenewswire.com/news-release/2025/05/13/3079780/0/en/TILT-Biotherapeutics-Announces-Closing-of-USD-25-Million-Series-B-Financing.html,No,,,No,,,No,,,No,,,Yes,"CAR-T cells, tumor infiltrating lymphocytes (TILs)",https://fi.linkedin.com/company/tilt-biotherapeutics-ltd,No,,,No,,,Yes,oncolytic viruses,https://www.globenewswire.com/news-release/2025/05/13/3079780/0/en/TILT-Biotherapeutics-Announces-Closing-of-USD-25-Million-Series-B-Financing.html
nanocarrier co ltd,2015-10-18 00:00:00,Yes,Doxil; Abraxane,"CD47, Cluster of Differentiation 47; PECAM-1, Platelet Endothelial Cell Adhesion Molecule-1; TNF, Tumor Necrosis Factor",oncology; cardiovascular; CNS,immune checkpoint; cytokine; other,Approved,Yes,NanoCarrier technology can deliver small molecules,https://www.linkedin.com/company/nanocarrier-ltd-,No,,,Yes,NanoCarrier technology can deliver proteins,https://www.linkedin.com/company/nanocarrier-ltd-,No,,,No,,,No,,,Yes,NanoCarrier technology can deliver siRNA,https://www.linkedin.com/company/nanocarrier-ltd-,No,,,No,,,No,,,Yes,micellar nanoparticles technology,https://www.linkedin.com/company/nanocarrier-ltd-
polyactiva pty ltd,"Error: Connection failed - HTTPSConnectionPool(host='au.linkedin.com', port=4",No,PA5108; Latanoprost FA SR Ocular Implant; Levofloxacin Ocular Implant,"Disease Name, Primary Open-Angle Glaucoma; Disease Name, Ocular Hypertension; Disease Name, Endophthalmitis",ophthalmology,other,Phase 2,Yes,investigational new chemical entity,https://polyactiva.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,biodegradable implants with sustained drug delivery,https://polyactiva.com/
pharmatrophix inc,"Error: Connection failed - HTTPSConnectionPool(host='www.alzdiscovery.org', p",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
gid group inc,2020-09-18 00:00:00,No,AdAPT-001; SRK-181; STP 707; SIS 201 CD; IOA-359; Elritercept; ISTH0036; TU-2218; AGMB-129; IO170; ES 014; SHR-1701; HEC585; RO7204239; ESN-Y,"TGF-β, Transforming Growth Factor Beta; TPX2, Microtubule Nucleation Factor",oncology; fibrosis,cytokine; other,Phase 3; Phase 2; Phase 1; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,cell therapy company with significant trial results,https://www.linkedin.com/company/the-gid-group-inc.,No,,,No,,,No,,
tc biopharm ltd,2025-06-11 12:44:26,No,GTB-3650; GTB-5550; GTB-7550,"CD33, Cluster of Differentiation 33; B7H3, B7 Homolog 3",oncology; autoimmune diseases,cytokine; other,Phase 1; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,developing advanced allogeneic CAR-T cell therapy products for the treatment of cancer,https://uk.linkedin.com/company/tc-biopharm-limited,No,,,No,,,No,,
calypso biotech sa,"Error: Connection failed - HTTPSConnectionPool(host='www.startupticker.ch', p",No,CALY-002,"IL-15, Interleukin-15",immunology; auto-immune diseases,cytokine,Phase 1,No,,,No,,,No,,,Yes,anti-IL-15 antibody CALY-002,https://www.swissbiotech.org/listing/calypso-biotech-sa/,No,,,No,,,No,,,No,,,No,,,No,,,No,,
modis therapeutics inc,2019-08-26 11:00:00,Yes,GLM101,"PMM2, Phosphomannomutase 2",rare diseases,enzyme,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,Yes,investigational deoxynucleoside combination therapy,https://www.globenewswire.com/news-release/2019/08/26/1906376/35369/en/Zogenix-Announces-Acquisition-of-Modis-Therapeutics-Inc.html,No,,,No,,,No,,,No,,
lexicon pharmaceuticals inc,2025-10-14 14:11:11,Yes,Sotagliflozin; Lx9211; Telotristat Ethyl,Not specified,cardiovascular; metabolic diseases; CNS,Not specified,Phase 3; Phase 2; Phase 1,Yes,All of our drug candidates are new molecular entities discovered internally,https://www.linkedin.com/company/lexicon-pharmaceuticals,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
apcintex ltd,2021-02-17 00:00:00,No,Not specified,Not specified,rare diseases,Not specified,Not specified,No,,,No,,,Yes,specific inhibitor of the anticoagulant protease activated protein C (APC),https://www.ipgroupplc.com/news-and-events/ip-group-news/2021/2021-02-17,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
