company_name,sector,funding,funding_citation,ai_enabled
center for research and study on the tropical diseases and aids,Others,"$4.3M, Not Found",https://microbiology.smhs.gwu.edu/about,No
center of molecular immunology,Biotechnology,Not Found,Not Found,No
center of oncology - institute of oncology them maria sklodowska-curie,Others,Not Found,Not Found,No
centessa pharmaceuticals plc,Biotechnology,"$225M, Post IPO equity",https://www.linkedin.com/company/centessa,No
"centocor research and development, inc.",Biotechnology,Not Found,Not Found,No
central adelaide local health network,Others,Not Found,Not Found,Yes
central denmark region,Others,Not Found,Not Found,No
central european cooperative oncology group,Others,Not Found,Not Found,No
central european society for anticancer drug research-ewiv,Pharmaceuticals,Not Found,Not Found,No
central hospital affiliated to shandong first medical university,Others,Not Found,Not Found,Yes
central hospital of zibo,Others,Not Found,Not Found,No
central lisbon university hospital center,Others,Not Found,Not Found,No
central northern adelaide local health network,Others,Not Found,Not Found,No
central people''s hospital of zhanjiang,Others,Not Found,Not Found,No
central south university xiangya hospital 3,Others,Not Found,Not Found,No
centre antoine-lacassagne,Others,Not Found,Not Found,Yes
centre eugene marquis,Others,Not Found,Not Found,No
centre francois baclesse,Others,Not Found,Not Found,No
centre georges francois leclerc,Others,Not Found,Not Found,No
centre henri becquerel,Others,Not Found,Not Found,No
centre hospitalier intercommunal creteil,Others,Not Found,Not Found,No
centre hospitalier national d''ophtalmologie des quinze-vingts,Others,Not Found,Not Found,No
centre hospitalier regional universitaire de besancon,Others,Not Found,Not Found,No
centre hospitalier regional universitaire de montpellier,Others,Not Found,Not Found,No
centre hospitalier regional d''orleans,Others,Not Found,Not Found,No
centre hospitalier sud francilien,Others,Not Found,Not Found,No
centre hospitalier universitaire sainte-justine,Others,"$40M, Not Found",https://fr.wikipedia.org/wiki/Centre_hospitalier_universitaire_Sainte-Justine,Yes
centre hospitalier universitaire de caen,Others,Not Found,Not Found,No
centre hospitalier universitaire de dijon,Others,Not Found,Not Found,No
centre hospitalier universitaire de nimes,Others,Not Found,Not Found,No
centre hospitalier de la region d''annecy,Others,Not Found,Not Found,No
centre leon berard,Others,Not Found,Not Found,No
centre oscar lambret,Others,Not Found,Not Found,No
centre for cellular and molecular biology,Biotechnology,Not Found,Not Found,No
centre for human drug research,Pharmaceuticals,Not Found,Not Found,Yes
centre for the aids programme of research,Others,Not Found,Not Found,No
centre hospitalier de versailles,Others,Not Found,Not Found,No
centro hospitalar de vila nova de gaia/espinho,Others,Not Found,Not Found,No
centro hospitalar e universitario de coimbra,Others,Not Found,Not Found,No
centrymed-us,Pharmaceuticals,Not Found,https://tracxn.com/d/companies/centrymed/__rj85ekxKL1Vp6UUQfDO6NEXtDERqRq51J4-IyGIeW1k,No
centrymed pharmaceutical inc,Pharmaceuticals,"$22M, Series C",https://www.cbinsights.com/company/centrymed,Yes
centus biotherapeutics ltd (inactive),Biotechnology,Not Found,Not Found,No
ception therapeutics inc,Biotechnology,"$77.7M, Series C",https://tracxn.com/d/companies/ception-therapeutics/__B6h0NYgNYZs6R0_qW6p3mpIbrbsJhePDbZz56es42B8,No
cerium pharmaceuticals inc,Pharmaceuticals,"$13.08M, Series A",https://www.cbinsights.com/company/cerium-pharmaceuticals,No
cerrahpasa faculty of medicine,Others,Not Found,Not Found,No
cessation therapeutics inc,Biotechnology,"$14.8M, Not Found",https://www.businesswire.com/news/home/20231018223510/en/Cessation-Therapeutics-Awarded-%2414.8-Million-Grant-from-the-National-Institute-of-Drug-Abuse-to-Develop-Novel-Formulation-of-Anti-Fentanyl-Monoclonal-Antibody,No
champalimaud foundation,Others,Not Found,Not Found,Yes
changchun baike biotech co ltd,Biotechnology,"$31.2M, IPO",http://www.bchtpharm.com/en/,No
changchun bcht biotechnology co ltd,Biotechnology,"$130M, IPO",http://www.bchtpharm.com/en/,No
changchun beike biotechnology co ltd,Biotechnology,"$6M, Not Found",Not Found,No
changchun genescience pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
changde city first people''s hospital,Healthcare,Not Found,Not Found,No
changshu no.2 people''s hospital,Others,Not Found,Not Found,No
changzhi people''s hospital,Others,Not Found,Not Found,Yes
changzhi people's hospital,Others,Not Found,Not Found,Yes
charite campus benjamin franklin,Others,Not Found,Not Found,No
charite campus mitte,Others,Not Found,Not Found,No
charite university hospital of berlin,Others,Not Found,Not Found,No
charoen pokphand group co ltd,Others,"$20M, Seed",https://www.linkedin.com/company/charoen-pokphand-group-co--ltd-/,Yes
checkpoint therapeutics inc,Pharmaceuticals,"$12M, Post IPO equity",https://www.linkedin.com/company/checkpoint-therapeutics-inc,No
chemocentryx inc,Biotechnology,"$3.7B, Acquired",https://www.prnewswire.com/news-releases/amgen-successfully-completes-acquisition-of-chemocentryx-301654916.html,No
chemomab therapeutics ltd,Biotechnology,Not Found,Not Found,No
chengdu baili dot biopharmaceutical co ltd,Pharmaceuticals,"$132M, IPO",https://systimmune.com/news-biokin,No
chengdu bailidote biopharmaceutical co ltd,Biotechnology,Not Found,Not Found,No
chengdu baiyu pharmaceutical co ltd,Pharmaceuticals,"$70M, Acquired",https://www.fiercebiotech.com/biotech/novartis-pays-baiyu-70m-upfront-11b-chaser-small-molecule-cancer-candidate,No
chengdu easton biopharmaceuticals co ltd,Pharmaceuticals,Not Found,Not Found,No
chengdu huajian future technology co ltd,Pharmaceuticals,Not Found,Not Found,No
chengdu kanghong pharmaceuticals group co ltd,Pharmaceuticals,Not Found,Not Found,No
chengdu people''s hospital 5,Others,Not Found,Not Found,No
chengdu shangjin nanfu hospital,Others,Not Found,Not Found,No
chengdu shengdi pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
chengdu suncadia medicine co ltd,Pharmaceuticals,"$800,000, Not Found",https://www.tianfulifesciencepark.com/en/News/Detail?id=1010,No
chengdu third people''s hospital,Others,Not Found,Not Found,No
chengdu university of traditional chinese medicine,Others,Not Found,Not Found,No
chengdu zenitar biomedical technology co ltd,Biotechnology,"$10M, Series B+",https://www.linkedin.com/company/zenitarbiomedical,Yes
chia tai tianqing pharmaceutical group co ltd,Pharmaceuticals,Not Found,Not Found,No
chia tai tianqing pharmaceutical group co ltd.,Pharmaceuticals,Not Found,Not Found,No
chia tai tianqing pharmaceutical group nanjing shunxin pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,No
chia-yi christian hospital,Others,Not Found,Not Found,No
chiang mai university,Others,Not Found,Not Found,No
chiba university,Others,Not Found,Not Found,No
chicago headache center and research institute,Others,Not Found,Not Found,No
chifeng muncipal hospital,Others,Not Found,Not Found,No
chikako shimizu kenji tamura,Pharmaceuticals,Not Found,Not Found,No
children''s hospital & medical center,Others,Not Found,Not Found,Yes
children''s hospital los angeles,Others,Not Found,Not Found,No
children''s hospital of eastern ontario,Others,Not Found,Not Found,No
children''s hospital of hebei province,Others,Not Found,Not Found,No
children''s hospital of michigan,Others,Not Found,Not Found,No
children''s hospital of philadelphia,Others,Not Found,Not Found,No
children''s hospital of pittsburgh of upmc,Others,Not Found,Not Found,No
children''s oncology group,Others,Not Found,Not Found,No
children's hospital los angeles,Others,Not Found,Not Found,No
children's hospital of the king's daughters,Others,Not Found,Not Found,No
children's oncology group,Others,Not Found,Not Found,No
children’s cancer group china,Others,Not Found,Not Found,No
children’s hospital of chongqing medical university,Others,Not Found,Not Found,No
children’s hospital of soochow university,Others,Not Found,Not Found,No
chimagen biosciences ltd,Biotechnology,"$300M, Acquired",https://www.gsk.com/en-gb/media/press-releases/gsk-enters-agreement-to-acquire-cmg1a46-from-chimagen-biosciences/,Yes
china academy of chinese medical sciences,Pharmaceuticals,Not Found,Not Found,No
china medical system holdings ltd,Pharmaceuticals,Not Found,Not Found,Yes
china medical university,Others,Not Found,Not Found,No
china national biotech group co ltd,Biotechnology,Not Found,Not Found,No
china three gorges university,Others,Not Found,Not Found,No
china-japan friendship hospital,Others,Not Found,Not Found,No
china-japan union hospital of jilin university,Others,Not Found,Not Found,No
chinese academy of medical sciences cancer hospital,Others,"$500,525, Not Found",https://www.gatesfoundation.org/about/committed-grants/2019/10/inv-009891,Yes
chinese academy of medical sciences dermatology hospital,Pharmaceuticals,Not Found,Not Found,Yes
chinese academy of medical sciences shenzhen hospital,Biotechnology,Not Found,Not Found,Yes
chinese academy of medical sciences and peking union medical college,Others,Not Found,Not Found,Yes
chinese sle treatment and research group,Pharmaceuticals,Not Found,Not Found,No
chinese university of hong kong department of ophthalmology and visual sciences,Others,Not Found,Not Found,No
chinook therapeutics inc,Biotechnology,"$3.2B, Acquired",https://www.novartis.com/news/media-releases/novartis-completes-acquisition-chinook-therapeutics,No
chiome bioscience inc,Biotechnology,Not Found,Not Found,No
chong kun dang holdings corp,Pharmaceuticals,"$1.3B, Technology Export",https://en.wikipedia.org/wiki/Chong_Kun_Dang,Yes
chong kun dang pharmaceutical corp.,Pharmaceuticals,"$1.3B, Technology Export",https://en.wikipedia.org/wiki/Chong_Kun_Dang,Yes
chong kun dang pharmaceutical corporation,Pharmaceuticals,"$1.3B, Technology Export Contract",https://en.wikipedia.org/wiki/Chong_Kun_Dang,Yes
chongqing dianjiang county people's hospital,Others,Not Found,Not Found,No
chongqing general hospital,Others,Not Found,Not Found,No
chongqing genrixbiopharmaceutical co ltd,Biotechnology,Not Found,Not Found,No
chongqing hospital of traditional chinese medicine,Others,Not Found,Not Found,No
"chongqing key laboratory of translational research for cancer metastasis and individualized treatment, chongqing university cancer hospital",Biotechnology,Not Found,Not Found,Yes
chongqing medical university,Others,Not Found,Not Found,No
chongqing medical university hospital 1,Others,Not Found,Not Found,No
chongqing medical university hospital 3,Others,Not Found,Not Found,No
chongqing traditional chinese medicine hospital,Others,Not Found,Not Found,No
chongqing university,Others,Not Found,Not Found,No
chongqing university central hospital,Others,Not Found,Not Found,No
chongqing university three gorges hospital,Pharmaceuticals,Not Found,Not Found,No
chonnam national university bitgoeul hospital,Others,Not Found,Not Found,No
chonnam national university hospital,Others,Not Found,Not Found,No
christian medical college vellore,Others,Not Found,Not Found,No
christian ophthalmic surgery expedition network,Others,Not Found,Not Found,No
chugai pharmaceutical co ltd,Pharmaceuticals,Not Found,Not Found,Yes
chulabhorn hospital,Others,Not Found,Not Found,No
chulabhorn research institute,Biotechnology,Not Found,Not Found,No
chulabhorn royal academy,Others,Not Found,Not Found,No
chung-ang university college of medicine,Others,Not Found,Not Found,No
chung-ang university hospital,Others,Not Found,Not Found,No
chuno kosei hospital,Others,Not Found,Not Found,No
cidara therapeutics inc,Biotechnology,"$339M, Grant",https://www.biospace.com/press-releases/cidara-therapeutics-announces-barda-award-to-support-expanded-manufacturing-and-clinical-development-of-cd388-its-non-vaccine-influenza-preventative-therapeutic,No
cinnagen co,Biotechnology,Not Found,Not Found,No
cipher pharmaceuticals inc,Pharmaceuticals,Not Found,Not Found,No
cipla ltd,Pharmaceuticals,Not Found,Not Found,No
circio holding asa,Biotechnology,Not Found,Not Found,Yes
citryll bv,Biotechnology,"$85M, Series B",https://www.globenewswire.com/news-release/2024/12/09/2993455/0/en/Citryll-Raises-EUR-85-Million-Series-B-to-Advance-Novel-NET-Targeting-Therapy-for-Immune-Mediated-Inflammatory-Disorders.html,No
city clinical hospital no 52,Others,Not Found,Not Found,No
city clinical oncology hospital no 1,Pharmaceuticals,Not Found,Not Found,No
city medical center,Others,Not Found,Not Found,No
city of hope comprehensive cancer center,Others,Not Found,Not Found,No
city of hope national medical center,Others,"$50M, Not Found",Not Found,No
city of hope,Others,Not Found,Not Found,No
civil service hospital,Others,Not Found,Not Found,No
clarametyx biosciences inc,Biotechnology,"$10M, Series A",https://www.businesswire.com/news/home/20250128564757/en/Clarametyx-Biosciences-Announces-Investment-by-Kineticos-AMR-Accelerator-Fund,No
clasp therapeutics inc,Biotechnology,"$150M, Series A",https://www.crunchbase.com/organization/clasp-therapeutics,No
cleveland clinic of florida,Others,Not Found,Not Found,No
climb bio inc,Biotechnology,Not Found,Not Found,No
clinassess gmbh,Pharmaceuticals,Not Found,Not Found,No
clinica universidad de navarra,Others,Not Found,Not Found,Yes
clinical center nis,Others,"$33M, Not Found",https://www.eib.org/en/stories/nis-clinical-centre,No
clinical foundation for biomedical research,Biotechnology,Not Found,Not Found,Yes
clinical network services (cns) pty ltd,Biotechnology,Not Found,Not Found,No
clinical research support center kyushu,Others,Not Found,Not Found,No
clinical research and statistics foundation,Others,Not Found,Not Found,No
clinical urology and epidemiology working group,Others,Not Found,Not Found,No
clinical and hospital center zvezdara,Others,Not Found,Not Found,No
clinical and translational science institute,Error,Error,Error,Error
clinigen ltd,Pharmaceuticals,Not Found,Not Found,Yes
clinique du parc,Others,Not Found,Not Found,No
clinique neuro-outaouais,Others,Not Found,Not Found,No
clinvest inc,Pharmaceuticals,Acquired,https://headlandsresearch.com/news/headlands-research-acquires-clinvest-research-the-clinical-research-site-networks-third-addition-of-2023/,No
clovis oncology inc,Biotechnology,"$10M, Series Unknown",https://www.linkedin.com/company/clovis-oncology,No
coimmune inc,Biotechnology,"$45M, Series A",https://www.globenewswire.com/search/organization/CoIMMUNE,No
cochin hospital france,Others,Not Found,Not Found,No
cogent biosciences inc,Biotechnology,"$230M, Post IPO equity",https://pitchbook.com/profiles/company/98678-08,No
coherent biopharma,Biotechnology,"$100M, Series B",https://www.crunchbase.com/funding_round/coherent-biopharma-series-b--3f1f2ffd,No
coherus biosciences inc,Biotechnology,"$50M, Post IPO equity",https://www.linkedin.com/company/coherus-oncology,No
coherus oncology inc,Biotechnology,"$50M, Post IPO equity",https://www.linkedin.com/company/coherus-oncology,No
college of medicine university of malawi,Others,"$42.61M, Not Found",https://taggs.hhs.gov/Detail/RecipDetail?arg_EntityId=peBJyJhMPTlpbh2G08BSig%3D%3D,No
collegium medicum im ludwika rydygiera w bydgoszczy,Others,Not Found,Not Found,No
columbia university irving medical center,Others,Not Found,Not Found,No
columbia university medical center,Others,Not Found,Not Found,No
columbia university,Others,"$100,000, Not Found",https://www.news18.com/world/indian-student-awarded-columbia-scholarship-says-us-rejected-visa-after-social-media-vetting-ws-kl-9618351.html,No
command hospital,Others,Not Found,Not Found,No
commissie voor klinisch toegepast onderzoek,Others,Not Found,Not Found,No
company territorial social health of the civil hospital of brescia,Others,Not Found,Not Found,No
compass therapeutics inc,Biotechnology,"$120M, IPO",https://www.globenewswire.com/news-release/2025/08/11/3130767/0/en/Compass-Therapeutics-Reports-2025-Second-Quarter-Financial-Results-and-Provides-Corporate-Update.html,No
complexo hospitalario universitario a coruna,Others,"$450M, Not Found",https://www.eib.org/en/projects/all/20220436,No
comprehensive support project for oncological research of breast cancer,Others,"$9M, Not Found",https://www.cbcrp.org/,No
comprehensive support project for oncology research,Others,"$7M, Not Found",https://cancer.ucsf.edu/insiders/members-ccsg,No
compugen ltd,Biotechnology,"$12M, Equity Investment",https://en.wikipedia.org/wiki/Compugen_Ltd.,Yes
conmed biosciences inc,Others,Not Found,Not Found,No
concord repatriation general hospital,Others,Not Found,Not Found,No
conjupro biotherapeutics inc,Biotechnology,"$9.32M, Series A",https://tracxn.com/d/companies/conjupro-biotherapeutics/__eGQCOuM5x1Gx0sQ-G9g7jlgTmNk01TWxdXdfNnwqMZY,No
connect biopharma holdings ltd,Biotechnology,Not Found,Not Found,No
connecticut children''s medical center,Others,Not Found,Not Found,No
consorcio hospital general universitario de valencia,Others,Not Found,Not Found,No
consorzio oncotech,Biotechnology,Not Found,Not Found,No
convergent therapeutics inc,Biotechnology,"$90M, Series A",https://www.prnewswire.com/news-releases/convergent-therapeutics-announces-90-million-series-a-financing-to-advance-the-clinical-development-of-radiopharmaceuticals-for-the-treatment-of-prostate-cancer-and-other-solid-tumors-301813685.html,No
cooperman barnabas medical center,Others,"$2M, Grant",https://www.linkedin.com/company/cooperman-barnabas-medical-center,No
coordination pharmaceuticals inc,Pharmaceuticals,Not Found,Not Found,No
copenhagen university hospital rigshospitalet,Others,Not Found,Not Found,No
copenhagen university hospital at herlev,Others,Not Found,Not Found,No
copernicus memorial hospital,Others,Not Found,Not Found,No
corevitas llc,Pharmaceuticals,Not Found,Not Found,No
corbus pharmaceuticals holdings inc,Biotechnology,"$94.5M, Post IPO equity",https://www.linkedin.com/company/corbus-pharmaceuticals,No
corcept therapeutics inc,Pharmaceuticals,Not Found,Not Found,No
cordgenics llc,Biotechnology,Not Found,Not Found,Yes
corixa corp,Biotechnology,"$300M, Acquired",https://www.seattletimes.com/business/glaxosmithkline-to-buy-corixa/,No
cornell university,Others,Not Found,Not Found,No
cortice biosciences inc,Biotechnology,Not Found,Not Found,No
corvus pharmaceuticals inc,Biotechnology,"$30.6M, Post IPO Equity",https://www.linkedin.com/company/corvus-pharmaceuticals,No
cosmetique active international snc,Others,"$38M, Series A",https://gosset.ai/companies/cosmetique-active-international/,No
cothera bioscience pty ltd,Biotechnology,Not Found,Not Found,No
creighton university,Others,Not Found,Not Found,Yes
crescendo biologics ltd,Biotechnology,"$32M, Not Found",https://www.anderapartners.com/en/crescendo-biologics-secures-32m-and-announces-expansion-of-cb307-phase-1b-trial-in-psma-solid-tumours/,No
criterium inc,Pharmaceuticals,Not Found,Not Found,No
crozer-keystone health system,Others,Not Found,Not Found,No
crucell nv (inactive),Biotechnology,"$30M, Acquired",https://www.fiercebiotech.com/biotech/crucell-n-v-crxl-signs-exclusive-license-agreement-talecris-biotherapeutics-worth-up-to-30,No
crystalgenomics inc,Biotechnology,"$44M, Not Found",https://www.kedglobal.com/bio-pharma/newsView/ked202305230012,Yes
cue biopharma inc,Biotechnology,"$20M, IPO",https://www.cuebiopharma.com/,No
cullinan oncology inc,Biotechnology,Not Found,Not Found,No
cullinan therapeutics inc,Biotechnology,Not Found,Not Found,No
curateq biologics pvt ltd,Biotechnology,Not Found,Not Found,No
curetech ltd,Biotechnology,"$19M, Not Found",https://synapse.patsnap.com/organization/0b95ab67de7dd4891efd1502630fa347,Yes
curevac netherlands bv,Biotechnology,Not Found,Not Found,No
curegenix inc,Biotechnology,Not Found,Not Found,Yes
curie institute,Biotechnology,Not Found,Not Found,No
curis inc,Biotechnology,Not Found,Not Found,No
cybrexa inc,Biotechnology,Not Found,Not Found,No
cyteir therapeutics inc,Biotechnology,"$80M, Series C",https://www.linkedin.com/company/cyteir-therapeutics,No
cyteir therapeutics inc (inactive),Biotechnology,"$133M, IPO",https://neurodex.co/lexingtons-cyteir-therapeutics-to-close/,No
cyteph pty ltd,Biotechnology,"$20-30M, Seed",https://www.qimrb.edu.au/commercial-collaborations/investment-opportunities,Yes
cytocares (shanghai) inc,Biotechnology,Not Found,Not Found,Yes
cytocares shanghai inc,Biotechnology,Not Found,Not Found,Yes
cytodyn inc,Biotechnology,"$1.89M, Not Found",https://www.globaldata.com/company-profile/cytodyn-inc/,No
cytomx therapeutics inc,Biotechnology,"$158.1M, Not Found",https://seekingalpha.com/article/4828073-cytomx-a-fresh-start-with-new-drugs-after-total-pipeline-failure,No
cytovation as,Biotechnology,"$6M, Not Found",https://www.linkedin.com/company/cytovation-asa/,No
czech lymphoma study group,Biotechnology,Not Found,Not Found,No
czech myeloma group,Biotechnology,Not Found,Not Found,No
d1 medical technology (shanghai) co ltd,Biotechnology,Not Found,Not Found,Yes
d2m biotherapeutics ltd,Biotechnology,"$30M, Series A",https://www.cbinsights.com/company/d2m-biotherapeutics,Yes
d3 bio inc,Biotechnology,"$62M, Series A+",https://www.biospace.com/d3-bio-completes-series-a-round-to-advance-innovative-oncology-pipeline,No
daids,Others,Not Found,Not Found,No
diako ev. diakonie-krankenhaus gemeinnutzige gmbh,Others,Not Found,Not Found,No
dna chip research inc,Biotechnology,Not Found,Not Found,No
dnatrix inc,Biotechnology,Not Found,Not Found,No
dnatrix inc (inactive),Biotechnology,Not Found,Not Found,No
drk-blutspendedienst baden-wurttemberg-hessen,Others,Not Found,Not Found,No
daido hospital,Others,Not Found,Not Found,No
dalian medical university,Others,Not Found,Not Found,No
damanhour university,Others,Not Found,Not Found,No
dana-farber cancer institute inc,Others,Not Found,Not Found,Yes
dana-farber/harvard cancer center,Others,"$12M, Not Found",https://www.dana-farber.org/newsroom/news-releases/2025/dana-farberharvard-cancer-center-awarded-12-million-nih-spore-grant-to-advance-breast-cancer-research,Yes
danderyd university hospital,Others,Not Found,Not Found,No
danish head and neck cancer group,Others,Not Found,Not Found,No
danish headache center,Others,Not Found,Not Found,No
dansheng medical technology (shanghai) co ltd,Biotechnology,Not Found,Not Found,No
daping hospital & research institute of surgery,Others,Not Found,Not Found,No
dartsbio pharmaceutical (guangdong) co ltd,Pharmaceuticals,"$10M, Series B",https://www.cbinsights.com/company/darts-bio,No
dazhou central hospital,Healthcare,Not Found,Not Found,No
debiopharm group,Biotechnology,Not Found,Not Found,Yes
debiopharm international sa,Pharmaceuticals,Not Found,Not Found,Yes
deciphera pharmaceuticals inc,Biotechnology,"$125M, Post IPO equity",https://www.linkedin.com/company/deciphera-pharmaceuticals,No
defence therapeutics inc,Biotechnology,"$2M, Not Found",https://www.newsfilecorp.com/company/8000/Defence-Therapeutics-Inc.,No
deka biosciences inc,Biotechnology,"$60M, Not Found",https://synapse.patsnap.com/organization/b381a109fe3a779358c43c382839a4e6,No
delcath systems inc,Pharmaceuticals,"$16.3M, Post IPO equity",https://www.linkedin.com/company/delcath-systems-inc,No
democritus university of thrace,Others,Not Found,Not Found,No
denali therapeutics inc,Biotechnology,"$500M, Post IPO equity",https://www.linkedin.com/company/denali-therapeutics,Yes
dengzhou people''s hospital,Others,Not Found,Not Found,Yes
department of clinical research and innovation,Others,Not Found,Not Found,No
department of health research,Others,Not Found,Not Found,No
department of health of aragon,Others,"$16M, Not Found",https://en.iisaragon.es/,Yes
department of hematology & rheumatology tohoku university hospital,Others,Not Found,Not Found,Yes
deutsches zentrum fur neurodegenerative erkrankungen ev,Biotechnology,"$81M, Not Found",https://de.wikipedia.org/wiki/Deutsches_Zentrum_f%C3%BCr_Neurodegenerative_Erkrankungen,Yes
dezhou hospital of shandong university qilu hospital,Others,Not Found,Not Found,No
Dhaka Medical College,Others,Not Found,Not Found,No
dinona inc,Biotechnology,Not Found,Not Found,Yes
diakonhjemmet hospital,Others,Not Found,Not Found,No
diamond headache clinic,Others,Not Found,Not Found,No
dianthus therapeutics inc,Biotechnology,"$288M, IPO",https://finance.yahoo.com/news/dianthus-therapeutics-inc-announces-pricing-023500033.html,No
dingyuan general hospital,Others,Not Found,Not Found,No
disc medicine inc,Biotechnology,"$225.5M, Post IPO equity",https://www.globaldata.com/company-profile/disc-medicine-inc/,No
dizal (jiangsu) pharmaceutical co ltd,Biotechnology,"$246.2M, IPO",https://www.linkedin.com/company/dizal-pharma,No
dizal pharmaceutical co,Biotechnology,"$246.2M, Post IPO equity",https://www.crunchbase.com/organization/dizal-pharma,No
dizal pharmaceutical co ltd,Biotechnology,"$246.2M, Post IPO equity","https://www.linkedin.com/company/dizal-pharma#:~:text=Dizal%20Pharmaceutical%20Co.%2C%20Ltd%20(,of%20cancer%20and%20immunological%20diseases.",No
dokkyo medical university,Others,Not Found,Not Found,No
dokuz eylul university,Others,Not Found,Not Found,No
doma biopharmaceutical (suzhou) co ltd,Biotechnology,"$133M, Series A",https://en.domabio.com/,Yes
domain therapeutics sa,Biotechnology,Not Found,Not Found,No
dong-a st co ltd,Pharmaceuticals,Not Found,Not Found,Yes
dong-a socio holdings co ltd,Pharmaceuticals,Not Found,Not Found,No
dong-a university hospital,Others,Not Found,Not Found,Yes
dongyang city people''s hospital,Others,Not Found,Not Found,No
dow university of health sciences,Others,Not Found,Not Found,Yes
dr peset university hospital,Others,Not Found,Not Found,Yes
dr rajendra prasad centre for ophthalmic sciences,Others,Not Found,Not Found,Yes
dr rosell oncology institute,Others,Not Found,Not Found,No
dr. abdurrahman yurtaslan ankara oncology training and research hospital,Others,Not Found,Not Found,No
dr. behcet uz cocuk hastanesi,Others,Not Found,Not Found,No
dr. d. y. patil hospital &,Others,Not Found,Not Found,No
dr. reddy''s laboratories ltd,Pharmaceuticals,"$132.8M, IPO",https://en.wikipedia.org/wiki/Dr._Reddy%27s_Laboratories,Yes
dr. reddy's laboratories ltd,Pharmaceuticals,Not Found,Not Found,No
dr. von haunersches children of the university of munich,Others,"$15M, Not Found",https://www.ccrc-hauner.de/ccrc,No
dracen pharmaceuticals inc,Biotechnology,"$2.3M, Debt Financing",https://www.linkedin.com/company/dracen-pharmaceuticals-inc,No
dragonboat biopharmaceutical (shanghai) co ltd,Biotechnology,Not Found,Not Found,No
dragonfly therapeutics inc,Biotechnology,"$475M, Not Found",https://www.biospace.com/employer/2082881/dragonfly-therapeutics,No
dren bio inc,Biotechnology,"$25M, Corporate Round",https://www.crunchbase.com/organization/dren-bio,No
dresden university of technology,Others,Not Found,Not Found,Yes
drexel university,Others,Not Found,Not Found,No
drexel university college of medicine,Others,Not Found,Not Found,No
drugs technology ltd,Pharmaceuticals,"$10M, Acquired",https://www.linkedin.com/company/drugs-technology-llc,Yes
duality biologics (shanghai) co ltd,Biotechnology,"$90M, Series B",https://www.linkedin.com/company/duality-biologics-shanghai-co-ltd/,No
duke university medical center,Others,Not Found,Not Found,No
duke university,Others,Not Found,Not Found,Yes
dutch colorectal cancer group,Others,Not Found,Not Found,No
dutch haemato-oncology association,Others,Not Found,Not Found,No
dynamicure biotechnology llc,Biotechnology,Not Found,Not Found,No
dynavax technologies corp,Biotechnology,Not Found,Not Found,No
e. merck kg,Pharmaceuticals,Not Found,Not Found,Yes
ecog-acrin cancer research group,Biotechnology,Not Found,Not Found,No
eg labo eurogenerics,Pharmaceuticals,Not Found,Not Found,No
emd serono inc,Pharmaceuticals,Not Found,Not Found,Yes
emd serono research & development institute inc,Pharmaceuticals,Not Found,Not Found,Yes
emn research italy srl,Pharmaceuticals,Not Found,Not Found,No
enb therapeutics llc,Biotechnology,"$10M, Series A",https://www.avestria.vc/enb-therapeutics,No
eoc pharma ltd,Pharmaceuticals,Not Found,Not Found,No
eortc head and neck cancer group,Others,Not Found,Not Found,Yes
eortc lung cancer group,Others,Not Found,Not Found,No
eqrx inc,Pharmaceuticals,"$1.8B, IPO",https://www.baincapital.com/news/eqrx-accelerate-growth-18-billion-raise-through-proposed-combination-cm-life-sciences-iii,No
erc belgium sa,Biotechnology,Not Found,https://tracxn.com/d/companies/erc/__J_u_k87dU8F0A6h7-5YkWT__Lfyx4rfMtkLE3-351K8,No
esic medical college and hospital,Others,Not Found,Not Found,No
etop ibcsg partners foundation,Others,Not Found,Not Found,No
eusa pharma (uk) ltd,Pharmaceuticals,"$130M, Acquired",https://www.jaba-recordati.pt/pt/noticias/recordati-to-acquire-eusa-pharma-uk-ltd,No
east carolina university,Others,Not Found,Not Found,No
east florida eye institute,Others,Not Found,Not Found,No
east and north hertfordshire nhs trust,Others,Not Found,Not Found,No
eastern theater command,Others,Not Found,Not Found,No
eastern theater general hospital,Others,Not Found,Not Found,Yes
eddingpharm inc,Pharmaceuticals,Not Found,Not Found,No
eden biologics inc,Biotechnology,"$50M, Acquired",https://bora-corp.com/bora-pharmaceuticals-acquires-eden-biologics-cdmo-assets-bora-establishes-a-leadership-position-in-taiwans-cdmo-sector-as-it-continues-to-expand-into-the-global-cdmo-market/,No
edesa biotech inc,Biotechnology,"$15M, Post IPO equity",https://ca.linkedin.com/company/edesa-biotech,No
egle therapeutics sas,Biotechnology,Not Found,Not Found,Yes
egymedicalpedia,Biotechnology,Not Found,Not Found,Yes
eighth medical center of chinese pla general hospital,Others,Not Found,Not Found,No
eikon therapeutics inc,Biotechnology,"$350.7M, Series D",https://www.businesswire.com/news/home/20250226281008/en/Eikon-Therapeutics-Secures-%24350.7-Million-Series-D-to-Advance-Clinical-Stage-Programs-and-Future-Pipeline,Yes
eirgenix inc,Biotechnology,"$10M, IPO",https://pitchbook.com/profiles/company/168505-30,Yes
