company_name,website_timestamp,preclinical_stage,drug_molecule,target,therapeutic_area,target_type,development_stage,small_molecules,small_molecules_keyword,small_molecules_source_url,peptides,peptides_keyword,peptides_source_url,proteins,proteins_keyword,proteins_source_url,antibodies,antibodies_keyword,antibodies_source_url,antibody_conjugates,antibody_conjugates_keyword,antibody_conjugates_source_url,fusion_proteins,fusion_proteins_keyword,fusion_proteins_source_url,nucleic_acid_therapeutics,nucleic_acid_therapeutics_keyword,nucleic_acid_therapeutics_source_url,gene_cell_therapies,gene_cell_therapies_keyword,gene_cell_therapies_source_url,vaccines,vaccines_keyword,vaccines_source_url,protein_degraders,protein_degraders_keyword,protein_degraders_source_url,other_modalities,other_modalities_keyword,other_modalities_source_url
rs research,"Error: Connection failed - HTTPSConnectionPool(host='tr.linkedin.com', port=4",No,NAMPT inhibitors; Tideglusib; Mexiletine; Metformin,"NAMPT, Nicotinamide Phosphoribosyltransferase; GSK3β, Glycogen Synthase Kinase 3 Beta",oncology; neuromuscular diseases,enzyme; kinases,Phase 2; Phase 3,No,,,No,,,No,,,No,,,Yes,biodegradable conjugation platforms,https://rsresearch.net/,No,,,No,,,No,,,No,,,No,,,Yes,smart nanomedicines,https://rsresearch.net/
nido biosciences inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.f,Yes,NIDO-361,"AR, Androgen Receptor",neurology; rare diseases,nuclear receptors,Phase 2,Yes,precision medicines,https://www.linkedin.com/company/nido-biosciences,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,functional genomics discovery platform based on human cell lines,https://www.linkedin.com/company/nido-biosciences
tennor therapeutics ltd,"Error: Connection failed - HTTPSConnectionPool(host='tracxn.com', port=443): ",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
acceleron pharma inc,"Error: Connection failed - HTTPSConnectionPool(host='www.merck.com', port=443",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,Yes,protein engineering,https://www.flagshippioneering.com/companies/acceleron-pharma,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
verona pharma plc,"Error: Connection failed - HTTPSConnectionPool(host='www.merck.com', port=443",No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Developing life enhancing treatments for chronic respiratory diseases,https://www.linkedin.com/company/verona-pharma-plc.,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
pluri inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,RC-0315,"Disease Name, Idiopathic Pulmonary Fibrosis",rare diseases; respiratory diseases,other,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,cell-based products directed for a range of industries,https://www.cnbc.com/quotes/PLUR,No,,,No,,,Yes,researching and developing cell transformation and 3D cell expansion technologies,https://www.cnbc.com/quotes/PLUR
cellatoz therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.nature.com', port=44",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
hookipa pharma inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,Not specified,Not specified,oncology; inflammation; virology,Not specified,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
aortica group,"Error: Connection failed - HTTPSConnectionPool(host='evtoday.com', port=443):",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
bioelectron technology corp,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.f,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cascadian therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",Yes,tucatinib; CASC-578; CASC-674,"HER2, Human Epidermal Growth Factor Receptor 2; Chk1, Checkpoint Kinase 1; Not specified",oncology,kinases; kinases; other,Phase 2; Preclinical; Preclinical,Yes,"tucatinib, an oral, HER2-selective small molecule tyrosine kinase inhibitor",https://www.jitta.com/stock/NASDAQ:CASC,No,,,No,,,Yes,"CASC-674, an antibody against an immuno-oncology target",https://www.jitta.com/stock/NASDAQ:CASC,No,,,No,,,No,,,No,,,No,,,No,,,No,,
keryx biopharmaceuticals inc (inactive),"Error: Connection failed - HTTPSConnectionPool(host='biopharmguy.com', port=4",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
small pharma ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.biospace.com', port=",No,SPL026,"Disease Name, Major Depressive Disorder",CNS,other,Phase 2,Yes,novel deuterated molecules,"https://uk.linkedin.com/company/small-pharma-inc#:~:text=Small%20Pharma%20is%20a%20biotech,option%20of%20better%20mental%20health.",No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,psychedelic-assisted treatments,"https://uk.linkedin.com/company/small-pharma-inc#:~:text=Small%20Pharma%20is%20a%20biotech,option%20of%20better%20mental%20health."
pharmajet inc,2025-10-16 23:34:47,No,Not specified,Not specified,infectious diseases; COVID-19; vaccines,Not specified,Not specified,No,,,Yes,Prototypes of the subcutaneous injectors aimed at the chronic disease and metabolic peptide self-injection markets,https://www.linkedin.com/company/pharmajet-inc,No,,,No,,,No,,,No,,,No,,,No,,,Yes,PharmaJet Precision Delivery Systems provide increased vaccine effectiveness,https://www.linkedin.com/company/pharmajet-inc,No,,,No,,
vivani medical inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",Yes,NPM-139; NPM-115; NPM-133,"GLP-1, Glucagon-Like Peptide-1",obesity; chronic weight management; type 2 diabetes,gpcr,Preclinical,No,,,Yes,GLP-1 for Chronic Weight Management,https://vivani.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,NanoPortal™ implant technology,https://vivani.com/
shanghai sinobioway sunterra biotechnology co ltd,"Error: Connection failed - HTTPSConnectionPool(host='exumabio.com', port=443)",Yes,CAB-CAR-T,Axl; Ror2,oncology,other,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,CAB-CAR-T cell therapy,https://www.cmocro.com/company/Shanghai+Sinobioway+Sunterra+Biotechnology+Co.%2C+Ltd./index.html,No,,,No,,,No,,
ilya pharma ab,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,emilimogene sigulactibac; ILP100-Topical; ILP100-Oral,"STING, Stimulator of Interferon Genes; CXCR4, C-X-C Chemokine Receptor Type 4",rare diseases; immunology,cytokine; other,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Gene Therapy,https://se.linkedin.com/company/ilya-pharma,No,,,No,,,Yes,Bioengineered bacteria expressing healing chemokine,https://se.linkedin.com/company/ilya-pharma
rise therapeutics llc,2025-10-14 18:08:33,Yes,R-5780; R-2487,Not specified,oncology; immunology,Not specified,Phase 1,No,,,No,,,Yes,therapeutic proteins,https://www.linkedin.com/company/rise-therapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,other modalities,https://www.linkedin.com/company/rise-therapeutics
an2 therapeutics inc,2025-09-08 13:00:06,Yes,Epetraborole; AN2-502998,Disease Name,infectious diseases,Not specified,Phase 2,Yes,discovering and developing novel small molecule therapeutics derived from its boron chemistry platform,https://www.linkedin.com/company/an2-therapeutics-inc,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
nalagenetics pte ltd,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,Yes,clinically validated genomic insights,https://sg.linkedin.com/company/nalagenetics,No,,,No,,,No,,,No,,
pibd-net,"Error: Connection failed - HTTPSConnectionPool(host='www.hra.nhs.uk', port=44",No,Duvakitug,"TL1A, Tumor Necrosis Factor-Like Ligand 1A",immunology; inflammatory bowel disease,cytokine,Phase 2,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
beijing kawin technology share-holding co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.kawin-bio.com', port",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,Yes,recombinant human interferon Î±2b,https://www.marketscreener.com/quote/stock/BEIJING-KAWIN-TECHNOLOGY--130615627/company/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
biolinerx ltd,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",Yes,Motixafortide; APHEXDA; GLIX1,Not specified,oncology; rare diseases,other,Approved; Phase 2; Preclinical,Yes,"GLIX1, a First-in-Class, Oral, Small Molecule Targeting DNA Damage Response in Glioblastoma and Other Cancers",https://www.prnewswire.com/news-releases/biolinerx-issues-letter-to-shareholders-302355990.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
jiangsu qyuns therapeutics co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.qyuns.net', port=443",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
shanghai mabgeek biotechnology co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.mabge.com', port=443",No,MG-K10; anti-TSLP; anti-IL-33; anti-MASP-2,"IL-4Rα, Interleukin-4 Receptor Alpha; TSLP, Thymic Stromal Lymphopoietin; IL-33, Interleukin-33; MASP-2, Mannan-Binding Lectin-Associated Serine Protease 2",immunology; respiratory; dermatology; nephrology,cytokine; cytokine; cytokine; enzyme,Phase 3; Phase 1; Preclinical; IND approved,No,,,No,,,No,,,Yes,"anti-IL-4Rα monoclonal antibody, anti-TSLP, anti-IL-33, anti-MASP-2 mAb",https://informaconnect.com/bioeurope/sponsors/shanghai-mabgeek-biotech-co-ltd/,No,,,No,,,No,,,No,,,No,,,No,,,No,,
"shanghai mabgeek biotechnology co., ltd","Error: Connection failed - HTTPSConnectionPool(host='www.mabge.com', port=443",No,MG-K10; anti-TSLP; anti-IL-33; anti-MASP-2,"IL-4Rα, Interleukin-4 Receptor Alpha; TSLP, Thymic Stromal Lymphopoietin; IL-33, Interleukin-33; MASP-2, Mannan-Binding Lectin-Associated Serine Protease-2",immunology; respiratory; dermatology; nephrology,cytokine; cytokine; cytokine; enzyme,Phase 3; Phase 1; Preclinical; IND Approved,No,,,No,,,No,,,Yes,"anti-IL-4Rα monoclonal antibody, anti-TSLP, anti-IL-33, anti-MASP-2 mAb",https://informaconnect.com/bioeurope/sponsors/shanghai-mabgeek-biotech-co-ltd/,No,,,No,,,No,,,No,,,No,,,No,,,No,,
shanghai meiji biotechnology co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.mabge.com', port=443",No,Not specified,Not specified,oncology; genetic disorders,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
transcode therapeutics inc,2025-03-23 23:13:21,Yes,TTX-MC138,microRNA-10b,oncology,other,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,Yes,RNA therapeutics based on its proprietary TTX nanoparticle platform,https://www.prnewswire.com/news-releases/transcode-therapeutics-inc-announces-registered-direct-offering-priced-at-the-market-under-nasdaq-rules-302408720.html,No,,,No,,,No,,,Yes,TTX nanoparticle platform for the transport of targeted therapeutics to cancer cells,https://www.linkedin.com/company/transcodetherapeutics
verrica pharmaceuticals inc,2025-10-07 20:05:01,No,VP-102; VP-315,Molluscum Contagiosum; Basal Cell Carcinoma,dermatology; oncology,other,Phase 3; Phase 2,No,,,Yes,oncolytic chemotherapeutic peptide immunotherapy,https://www.globenewswire.com/news-release/2025/10/07/3162943/0/en/Verrica-Pharmaceuticals-to-Present-New-Data-on-VP-315-from-its-Phase-2-Trial-in-Basal-Cell-Carcinoma-BCC-at-the-40th-Society-for-Immunotherapy-of-Cancer-SITC-Annual-Meeting.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,oncolytic viruses,https://www.globenewswire.com/news-release/2025/10/07/3162943/0/en/Verrica-Pharmaceuticals-to-Present-New-Data-on-VP-315-from-its-Phase-2-Trial-in-Basal-Cell-Carcinoma-BCC-at-the-40th-Society-for-Immunotherapy-of-Cancer-SITC-Annual-Meeting.html
cel-sci corp,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,Gedatolisib,"PAM, PI3K/AKT/mTOR Pathway",oncology,kinases,Phase 3,No,,,No,,,Yes,"Leukocyte Interleukin, Injection",https://www.linkedin.com/company/cel-sci-corporation,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
reviva pharmaceuticals holdings inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",No,brilaroxazine; RP5063; RP1208,Not specified,CNS; inflammatory; cardiometabolic diseases,Not specified,Not specified,Yes,Reviva is developing a portfolio of internally discovered next generation innovative therapies using chemical genomic driven approaches and proprietary technologies,https://www.linkedin.com/company/reviva-pharmaceuticals,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
neurotech international ltd,No timestamp found,Yes,NTI164,Rett Syndrome,CNS; rare diseases,Not specified,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,cannabinoid derived biopharmaceutical called NTI164,https://nextinvestors.com/company/asx-nti/
clearmind medicine inc,Error: Connection failed - HTTPSConnectionPool(host='www.clearmindmedicine.co,Yes,CMND-100,"AUD, Alcohol Use Disorder",CNS,other,Phase 1/2a,Yes,psychedelic-based compounds,https://www.cnbc.com/quotes/CMND,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Revolutionary Psychedelics for Treating Addiction & Mental Health,https://ca.linkedin.com/company/clearmind-medicine
everfront biotech inc,Error: Connection failed - HTTPSConnectionPool(host='www.renaissancecapital.c,No,CPI-613; Masitinib; EndoTAG-1; SM-88; Pamrevlumab; Eryaspase; AVB-500,Not specified,oncology,Not specified,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
galectin therapeutics inc,2025-08-09 00:00:00,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,tumor vaccine enhancement,https://www.linkedin.com/company/galectin-therapeutics,No,,,Yes,carbohydrate-based candidate compounds,https://www.linkedin.com/company/galectin-therapeutics
puma biotechnology inc,2025-10-16 15:00:06,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,alisertib,https://www.linkedin.com/company/puma-biotechnology-ltd,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
inventiva sa,2025-10-15 14:45:02,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,development of oral small molecule therapies,https://www.linkedin.com/company/inventiva-pharma,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
lifetech scientific (shenzhen) co ltd,"Error: Connection failed - HTTPSConnectionPool(host='in.linkedin.com', port=4",No,IBS Titan; IBS,Not specified,cardiovascular; peripheral vascular diseases,Not specified,Phase 2; Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
elicio therapeutics inc,2025-10-13 14:45:12,Yes,ELI-002 7P; ELI-002 2P; ELI-007; ELI-008,"KRAS, Kirsten Rat Sarcoma Viral Oncogene Homolog",oncology,enzyme,Phase 1,No,,,Yes,multivalent lymph node–targeted amphiphile (AMP) peptide vaccine,https://stockanalysis.com/stocks/eltx/company/,No,,,No,,,No,,,No,,,No,,,No,,,Yes,therapeutic cancer vaccines,https://stockanalysis.com/stocks/eltx/company/,No,,,No,,
adams clinical trials llc,2025-10-10 15:59:57,No,Aducanumab; AGB101; AR1001; AVP-786; AXS-05; Blarcamesine; BPDO-1603; Brexpiprazole; Caffeine; Donanemab; Donepezil; E2814; Escitalopram; Fosgonimeton; Gantenerumab; Guanfacine; Hydralazine hydrochloride,"Aβ, Amyloid beta; SV2A, Synaptic Vesicle Glycoprotein 2A; Neurotransmitter receptors; NMDA, N-Methyl-D-Aspartate receptor; Sigma-1 receptor; Tau, Microtubule-associated protein tau; Hepatocyte Growth Factor (HGF); Alpha-2 adrenergic receptor",CNS; Alzheimer's disease,enzyme; gpcr; immune checkpoint; other,Phase 3,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
pharmactive,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,ABRYSVO; CTB+AVP (PF-07612577); Dekavil; PADCEV; PF-06414300; PF-06835375; PF-06940434; PF-07054894; PF-07248144; atirmociclib (PF-07220060),"Respiratory Syncytial Virus Infection; Complicated Urinary Tract Infections (cUTI), Including Pyelonephritis; Rheumatoid Arthritis; BCG-Unresponsive Non-Muscle-Invasive Bladder Cancer; Ulcerative Colitis; Lupus; Advanced Solid Tumors; Breast Cancer Metastatic",vaccines; inflammation & immunology; oncology,Not specified,Phase 1,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
ellipses pharma ltd,2025-10-14 17:35:33,No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
jaguar gene therapy llc,"Error: Connection failed - HTTPSConnectionPool(host='deerfield.com', port=443",No,Not specified,Not specified,rare diseases,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,accelerating breakthroughs in gene therapy,https://jaguargenetherapy.com/,No,,,No,,,No,,
fbd biologics ltd,Error: Connection failed - HTTPSConnectionPool(host='www.pharmaindustrial-ind,No,BND-22; BND-35; BND-67,"ILT2, Immunoglobulin-like Transcript 2; ILT3/LILRB4, Immunoglobulin-like Transcript 3/Leukocyte Immunoglobulin-like Receptor Subfamily B Member 4; CD28",oncology; immunology,immune checkpoint; immune checkpoint; other,Phase 2; Phase 1; Preclinical,No,,,No,,,Yes,Fc fusion proteins,https://www.outsourcedpharma.com/doc/hanchorbio-and-henlius-sign-major-licensing-deal-expand-immuno-oncology-reach-0001,Yes,anti-PD-1 mAb,https://www.outsourcedpharma.com/doc/hanchorbio-and-henlius-sign-major-licensing-deal-expand-immuno-oncology-reach-0001,No,,,Yes,Fc fusion proteins,https://www.outsourcedpharma.com/doc/hanchorbio-and-henlius-sign-major-licensing-deal-expand-immuno-oncology-reach-0001,No,,,No,,,No,,,No,,,No,,
maia biotechnology inc,"Error: Connection failed - HTTPSConnectionPool(host='en.wikipedia.org', port=",No,ateganosine; THIO,"Disease Name, Telomerase-positive cancer cells",oncology,other,Phase 2,Yes,Small Molecule,https://www.linkedin.com/company/maiabiotech,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
navifus corp,"Error: Connection failed - HTTPSConnectionPool(host='is.linkedin.com', port=4",Yes,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,Focused ultrasound (FUS) solutions for clinically unmet needs,https://is.linkedin.com/company/navifus-corporation
orfan-bio,"Error: Connection failed - HTTPSConnectionPool(host='o2h.com', port=443): Max",No,ART4,"JAG1, Jagged-1",rare diseases; liver diseases; cardiometabolic diseases; CNS; kidney diseases,other,Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
pharmabcine inc,"Error: Connection failed - HTTPSConnectionPool(host='www.nature.com', port=44",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
provectus biopharmaceuticals inc,"Error: Connection failed - HTTPSConnectionPool(host='finance.yahoo.com', port",Yes,PV-10; PH-10; PV-305,Not specified,oncology; dermatology; ophthalmology,other,Preclinical; Phase 2,Yes,Provectus Biopharmaceuticals Initiates Preclinical Study of Oral PV-10 in Bladder Cancer,https://www.globenewswire.com/search/organization/Provectus%2520Biopharmaceuticals%2520Inc%C2%A7,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,University of Calgary Research Highlights Novel STING-Pathway Activation for Improving Hepatitis B Vaccine Efficacy,https://www.globenewswire.com/search/organization/Provectus%2520Biopharmaceuticals%2520Inc%C2%A7,No,,,Yes,"PV-10, is an ablative immunotherapy under investigation in solid tumor cancers",https://www.linkedin.com/company/provectus-biopharmaceuticals
bioniz therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='synapse.patsnap.com', po",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
digestome therapeutics inc,"Error: Connection failed - HTTPSConnectionPool(host='www.viagetx.com', port=4",Yes,STM-01; STM-21,"HFpEF, Heart Failure with Preserved Ejection Fraction; DCM, Dilated Cardiomyopathy; ALS, Amyotrophic Lateral Sclerosis; Diabetic Neuropathy; Burns; Inflammatory Conditions of the Skin",cardiovascular; neurology; dermatology,other,Phase 1; Preclinical,Yes,a phase I small molecule for schizophrenia,https://www.prnewswire.com/news-releases/digestome-therapeutics-announces-exclusive-out-license-of-dgx-001-for-greater-china-with-zhongze-therapeutics-301490278.html,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
obctcd24 ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.ivc-online.com', por",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,CD24 enriched exosome as a therapy,https://il.linkedin.com/company/nano24
alyra biotech pty ltd,Error: Connection failed - HTTPSConnectionPool(host='www.drsusanevans.com.au',Yes,Alyra Device,"TLR4, Toll-Like Receptor 4",reproductive health; pelvic pain; dysmenorrhea,immune checkpoint,Phase 1,Yes,levonorgestrel releasing approximately 9.6 micrograms per 24 hours and ~27 mg of amitriptyline releasing approximately 0.35 mg per 24 hours,https://www.anzctr.org.au/Trial/Registration/TrialReview.aspx?id=384790,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,immune-modulating intrauterine device to reduce pelvic pain in women,https://alyrabiotech.com/
aptissen sa,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,Synolis VA,Osteoarthritis,musculoskeletal diseases,other,Marketed,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,orthobiologic solutions,https://www.linkedin.com/company/aptissen/
autifony therapeutics ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.uclb.com', port=443)",Yes,AUT00206; AUT00201,"Kv3, Kv3 Potassium Channels",CNS; rare diseases,ion channels,Phase 2; Phase 1,Yes,Kv3 modulator,https://autifony.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
cebiotex sl,"Error: Connection failed - HTTPSConnectionPool(host='www.f6s.com', port=443):",No,CBX-12,"TOP1, Topoisomerase 1",oncology,enzyme,Phase 2,Yes,chemotherapeutic drug SN-38,https://www.linkedin.com/company/cebiotex,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,Yes,nanofiber engineering to develop new medicinal products in the form of implantable membranes,https://www.linkedin.com/company/cebiotex
indiana university research & technology corp,2022-12-13 17:21:09,No,MBX 2109; Not specified; Not specified; Not specified; Not specified; Not specified; Not specified; Not specified,Hypoparathyroidism; Pulmonary Arterial Hypertension; Pancreatic Cancer; Diabetic Retinopathy; Fragile X Syndrome; Human Papillomavirus; Lung Cancer; Breast Cancer,rare diseases; cardiopulmonary diseases; oncology; metabolic diseases; CNS; infectious diseases; regenerative medicine,other; other; other; other; other; other; other; other,Phase 2; Preclinical; Preclinical; Phase 2; Preclinical; Preclinical; Preclinical; Preclinical,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
kaizen bioscience co,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,No,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,Pharmacokinetic Comparison of Augmentin ES-600 and a Reduced Concentration Clavulanate Formulation,https://www.linkedin.com/company/kaizen-bioscience,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
kyoto drug discovery & development co ltd,"Error: Connection failed - HTTPSConnectionPool(host='www.kyoto-unicap.co.jp',",No,Not specified,Not specified,Not specified,Not specified,Not specified,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
sinew pharma inc,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.c,Yes,TQ-B3234; TQB2102; LM-350; LM-2417; TQF3250; Zongertinib; TQC3721; TQC2731; TQC3403,"MEK1/2, Mitogen-Activated Protein Kinase Kinase 1/2; HER2, Human Epidermal Growth Factor Receptor 2; CDH17, Cadherin-17; NaPi2b/4-1BB, Sodium-Dependent Phosphate Transporter 2b/4-1BB; GLP-1, Glucagon-Like Peptide-1; PNPLA3, Patatin-Like Phospholipase Domain-Containing Protein 3",oncology; diabetes; metabolic diseases,kinases; immune checkpoint; nuclear receptors; other,Phase 1; Phase 2; Phase 3; Approved,Yes,"New Chemical Entity, First-in-Class Drug",https://www.linkedin.com/company/sinew-pharma,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
the therapeutic advances in childhood leukemia & lymphoma (tacl) consortium,"Error: Connection failed - HTTPSConnectionPool(host='pcrf-kids.org', port=443",Yes,Trametinib; Azacitidine; Nivolumab,Not specified,oncology,Not specified,Phase 1; Phase 2,Yes,small molecule tyrosine kinase inhibitor,https://pmc.ncbi.nlm.nih.gov/articles/PMC6122960/,No,,,Yes,pegylated asparaginase,https://pmc.ncbi.nlm.nih.gov/articles/PMC6122960/,Yes,immune checkpoint blockade,https://pmc.ncbi.nlm.nih.gov/articles/PMC6122960/,No,,,No,,,Yes,CpG oligodeoxynucleotide GNKG168,https://pmc.ncbi.nlm.nih.gov/articles/PMC6122960/,Yes,"CAR-T cell trial in which the T cells are directed against CD19, CD20 and CD22 antigens",https://www.texaschildrens.org/content/for-physicians/bringing-leukemia-research-bedside-texas-childrens-cancer-and-hematology,No,,,No,,,Yes,"epigenetic modifying agents including single agent panobinostat, azacytidine",https://pmc.ncbi.nlm.nih.gov/articles/PMC6122960/
theracryf plc,"Error: Connection failed - HTTPSConnectionPool(host='theracryf.com', port=443",Yes,Not specified,Not specified,Not specified,Not specified,Not specified,Yes,patented sulforaphane-based medicine,https://uk.linkedin.com/company/theracryf,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
modulation therapeutics inc,2013-03-14 00:00:00,No,MTI-201; MTI-301,"SCD1, Stearoyl-CoA Desaturase-1",oncology; hepatocellular cancer; metabolic diseases,enzyme,Phase 1,Yes,early stage first in class molecules targeting the tumor microenvironment,https://www.linkedin.com/company/modulationtherapeutics,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
neurocentrx pharma ltd,Error: Connection failed - 403 Client Error: Forbidden for url: https://www.b,No,NRCx-201; NRCx-201-IR; NRCx-201-AD; Keticap,"Disease Name, Treatment Resistant Depression; Disease Name, Bipolar Depression",CNS; mood disorders; depression,other,Phase 2,Yes,oral ketamine capsule,https://www.neurocentrx.com/,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,,No,,
