company_name,funding_citations
cansino biologics inc,https://en.wikipedia.org/wiki/CanSino_Biologics
kymera therapeutics inc,https://www.gilead.com/news/news-details/2025/gilead-sciences-and-kymera-therapeutics-enter-into-exclusive-option-and-license-agreement-to-develop-novel-oral-molecular-glue-cdk2-degraders
tr1x inc,https://www.biospace.com/employer/2812901/tr1x-bio/
forte biosciences inc,https://www.fortebiorx.com/investor-relations/news/news-details/2025/Forte-Biosciences-Announces-Pricing-of-75-Million-Public-Offering/default.aspx
aura biosciences inc,https://www.annualreports.com/Company/aura-biosciences-inc
arrivent biopharma inc,https://finance.yahoo.com/quote/AVBP/
progenics pharmaceuticals inc,https://www.linkedin.com/company/progenics-pharmaceuticals
moonlake immunotherapeutics,https://www.linkedin.com/company/moonlake-immunotherapeutics-ag/
theratechnologies inc,https://ca.linkedin.com/company/theratechnologies-inc
mannkind corp,https://www.linkedin.com/company/mannkind-corporation
ambrx biopharma inc,https://www.linkedin.com/company/ambrx
proqr therapeutics nv,https://www.linkedin.com/company/proqr-therapeutics
black diamond therapeutics inc,https://www.linkedin.com/company/black-diamond-therapeutics
georgiamune inc,https://www.prnewswire.com/news-releases/georgiamune-inc-achieves-us-fda-clearance-for-investigational-new-drug-ind-application-and-secures-75-million-in-series-a-financing-301896408.html
therini bio inc,https://www.globenewswire.com/news-release/2025/05/14/3081286/0/en/Therini-Bio-Raises-Additional-39M-Series-A-Financing-to-Advance-Clinical-Development-of-Neurodegenerative-Disease-Pipeline.html
zentera therapeutics inc,https://www.globenewswire.com/news-release/2021/08/02/2272699/0/en/Zentera-Therapeutics-Announces-Closing-of-75-Million-Series-B-Financing.html
antios therapeutics inc,https://www.crunchbase.com/organization/antios-therapeutics
elucida oncology inc,https://synapse.patsnap.com/article/elucida-oncology-closes-over-lack-of-funding-in-adc-pursuit
accent therapeutics inc,https://www.crunchbase.com/organization/accent-therapeutics
pellepharm inc,https://bridgebio.com/news/leo-pharma-and-pellepharm-announce-760-million-collaboration-to-advance-innovative-therapies-for-rare-skin-diseases/
interius biotherapeutics inc,https://www.baincapital.com/news/interius-biotherapeutics-raises-76m-series-financing-advance-breakthrough-cell-and-gene-therapy
cdr-life inc,https://www.swissbiotech.org/listing/cdr-life-announces-76-million-raised-in-series-a-funding/
pheast therapeutics inc,https://www.crunchbase.com/organization/pheast-therapeutics
kbp biosciences co ltd,https://www.crunchbase.com/organization/kbp-biosciences
zhejiang borui biopharmaceutical co ltd,https://www.globaldata.com/company-profile/zhejiang-hisun-pharmaceutical-co-ltd/deals/
ception therapeutics inc,https://tracxn.com/d/companies/ception-therapeutics/__B6h0NYgNYZs6R0_qW6p3mpIbrbsJhePDbZz56es42B8
alvotech sa,https://www.linkedin.com/company/alvotechpr
alvotech swiss ag,https://www.linkedin.com/company/alvotechpr
palvella therapeutics llc,https://www.globenewswire.com/news-release/2024/12/13/2997010/0/en/Palvella-Therapeutics-Announces-Closing-of-Merger-with-Pieris-Pharmaceuticals-and-Concurrent-Private-Placement-of-78-9-Million.html
complexa inc,https://tracxn.com/d/companies/complexa/__K95h9q4af_DD-Ge2E9Ag9nNjoryqiaHN_v2VuzhIM0E
pionyr immunotherapeutics inc,https://www.gilead.com/news/news-details/2020/gilead-sciences-secures-exclusive-option-to-acquire-pionyr-immunotherapeutics
biofactura inc,https://sjpi.com/press-releases/biofactura-inc-expands-presence-at-riverside-tech-park-in-frederick-maryland-to-17520-square-feet
gmax biopharm llc,https://www.gmaxbiopharm.com/wap_indexen.html
oncorus inc,https://www.biospace.com/employer/546432/oncorus
bold therapeutics inc,https://www.crunchbase.com/organization/bold-therapeutics
magellan stem cells pty ltd,https://biotechdispatch.com.au/news/magellan-stem-cells-welcomes-7-million-federal-government-grant
capella bioscience ltd,https://www.fiercebiotech.com
contrafect corp,https://www.linkedin.com/company/contrafect-corp
immunewalk therapeutics inc,https://www.globenewswire.com/news-release/2025/05/07/3076269/0/en/ImmuneWalk-Therapeutics-Announces-7-Million-Seed-Financing-and-Upcoming-Presentations-of-Positive-Clinical-Results-at-Upcoming-Medical-and-Industry-Conferences.html
palobiofarma sl,https://medibiofarma.com/palobiofarma-and-medibiofarma-open-new-headquarters-in-the-ainbuilding-in-cordovilla-spain/
eolo pharma,https://labplus.uy/eolo-pharma-initiates-human-study-of-drug-against-obesity-and-type-2-diabetes/
rnatics gmbh,https://www.munich-startup.de/en/startups/rnatics-gmbh/
ability pharmaceuticals sl,https://synapse.patsnap.com/organization/7b0412b5dff7c0e6d08d4f1880d98eaf
cellcolabs clinical spv ltd,https://se.linkedin.com/company/cellcolabs
ahammune biosciences pvt ltd,https://tracxn.com/d/companies/ahammune-biosciences/__ayBsd26wzTEOgW4bSYhfddUNrY3qY1tz5ZOlO-d1X78
mustang bio inc,https://www.linkedin.com/company/mustangbio
find therapeutics inc,https://www.prnewswire.com/news-releases/find-therapeutics-announces-the-closing-of-a-convertible-note-financing-with-investissement-quebec-302247899.html
adalta ltd,https://www.bio.org/events/bio-investor-forum/sessions/675482
jiangsu protelight pharmaceutical & biotechnology co ltd,https://finance.yahoo.com/news/dr-yuxin-chen-president-ceo-013000411.html
jiangsu protelight pharmaceutical and biotechnology co ltd,https://finance.yahoo.com/news/dr-yuxin-chen-president-ceo-013000411.html
kobiolabs inc,https://www.crunchbase.com/organization/kobiolabs
linnaeus therapeutics inc,https://www.prnewswire.com/news-releases/linnaeus-therapeutics-awarded-its-fourth-competitive-sbir-award-by-the-national-cancer-institute-bringing-total-sbir-funding-to-8-3-million-302412016.html
oncolix inc (inactive),https://tracxn.com/d/companies/oncolix/__GtDJeCaIJQyHTWFyn7xUm7jRacR4sdmpS-rwEj-ns64
ology bioservices inc,https://www.crunchbase.com/organization/ology-bioservices
primmune therapeutics inc,https://www.linkedin.com/company/primmune-therapeutics
stealth biotherapeutics corp,https://www.linkedin.com/company/stealth-biotherapeutics
stealth biotherapeutics inc,https://www.linkedin.com/company/stealth-biotherapeutics
stealth biotherapeutics inc.,https://www.linkedin.com/company/stealth-biotherapeutics
thor medical asa,https://no.linkedin.com/company/thor-medical-asa
kynos therapeutics ltd,https://uk.linkedin.com/company/kynos-therapeutics-ltd
enthera srl,https://www.linkedin.com/company/enthera-pharmaceuticals/
beijing nuobot biotechnology co ltd,https://www.marketscreener.com/quote/stock/IMEIK-TECHNOLOGY-DEVELOPM-119082514/news/Beijing-Nuobote-Biotech-Co-Ltd-announced-that-it-expects-to-receive-CNY-56-million-in-funding-fro-40217213/
tikomed ab,https://tikomed.newswire.com/
foundation of biomedical research of university hospital of asturias,https://www.ersnet.org/respire/fundacion-para-la-investigacion-e-innovacion-biosanitaria-en-el-principado-de-asturias-finba/
novartis gene therapies,https://en.wikipedia.org/wiki/Novartis_Gene_Therapies
abionyx pharma sa,https://www.linkedin.com/company/abionyx/
thallion pharmaceuticals inc. (inactive),https://www.biospace.com/thallion-pharmaceuticals-inc-announces-completion-of-8-85-million-non-dilutive-capital-transaction
nrx pharmaceuticals inc,https://www.linkedin.com/company/nrx-pharma
destiny pharma plc,https://uk.linkedin.com/company/destiny-pharma-ltd
prolacta bioscience inc,https://www.linkedin.com/company/prolacta-bioscience
eupraxia pharmaceuticals inc,https://ca.linkedin.com/company/eupraxia-pharmaceuticals-inc-
arrevus inc (inactive),https://wraltechwire.com/2021/11/03/biopharma-deal-novaquest-backed-aceragen-buys-arrevus/
gyroscope therapeutics holdings ltd,https://www.novartis.com/news/media-releases/novartis-acquire-gyroscope-therapeutics-adding-one-time-gene-therapy-could-transform-care-geographic-atrophy-leading-cause-blindness
gyroscope therapeutics holdings plc,https://www.novartis.com/news/media-releases/novartis-acquire-gyroscope-therapeutics-adding-one-time-gene-therapy-could-transform-care-geographic-atrophy-leading-cause-blindness
biotheus inc,https://finance.yahoo.com/news/biontech-buy-biotheus-gaining-control-064500109.html
immunitybio inc,https://finance.yahoo.com/news/immunitybio-inc-ibrx-reports-strong-174542869.html
vaccinogen inc (inactive),https://www.prnewswire.com/news-releases/vaccinogen-closes-second-tranche-of-80-million-financing-at-550-per-unit-300026886.html
nanjing bioheng biotech co ltd,https://www.bioheng.com/
a2 biotherapeutics inc,https://www.businesswire.com/news/home/20250108230204/en/A2-Biotherapeutics-Closes-%2480-Million-Series-C-Financing-to-Advance-Clinical-Development-of-Its-Precision-Cell-Therapies-Using-Its-Proprietary-Tmod-Technology-Platform
"viacyte, inc.",https://www.baincapital.com/news/viacyte-secures-80-million-financing-advance-functional-cures-insulin-requiring-diabetes
hanchorbio inc,https://finance.yahoo.com/news/tpex-listed-hanchorbio-advances-global-130000806.html
vtv therapeutics inc,https://www.linkedin.com/company/vtv_therapeutics
lexeo therapeutics llc,https://www.linkedin.com/company/lexeo-therapeutics
lexeo therapeutics inc,https://www.linkedin.com/company/lexeo-therapeutics
aclaris therapeutics inc,https://www.linkedin.com/company/aclaris-therapeutics-inc-
kiniksa pharmaceuticals international plc,https://www.linkedin.com/company/kiniksa-pharmaceuticals
kiniksa pharmaceuticals ltd,https://www.linkedin.com/company/kiniksa-pharmaceuticals
crossbow therapeutics inc,https://www.crunchbase.com/organization/crossbow-therapeutics
marengo therapeutics inc,https://pitchbook.com/profiles/company/168960-79
ionctura sa,https://www.cancerresearchhorizons.com/news-and-events/our-news/ionctura-announces-eu80m-series-b-financing-progress-pipeline-through
karuna therapeutics inc,https://karuna-pharmaceuticals.squarespace.com/
northsea therapeutics bv,https://www.crunchbase.com/organization/northsea-therapeutics
cyteir therapeutics inc,https://www.linkedin.com/company/cyteir-therapeutics
turnstone biologics inc,https://www.linkedin.com/company/turnstone-biologics
calluna pharma inc,https://respiratory-therapy.com/disorders-diseases/chronic-pulmonary-disorders/asthma/calluna-pharma-launches-e75m-inflammatory-fibrotic-disease-therapies/
tisento therapeutics inc,https://www.linkedin.com/company/tisentotx
edge therapeutics inc (inactive),https://www.biospace.com/edge-therapeutics-announces-closing-of-initial-public-offering-and-full-exercise-of-over-allotment-option
atacama therapeutics inc,https://www.cbinsights.com/company/atacama-therapeutics
lava therapeutics nv,https://www.linkedin.com/company/lavatherapeutics
maxvax biotechnology llc,https://tracxn.com/d/companies/maxvax-biotechnology/__C1qeMTLeUnW_YxYPRe28fQOIH1cHgRbYUCdTZj6QoWM
concert pharmaceuticals inc,https://www.flagshippioneering.com/companies/concert-pharmaceuticals
cour pharmaceuticals development co inc,https://www.globenewswire.com/news-release/2024/12/03/2990410/0/en/COUR-Pharmaceuticals-Enters-Collaboration-and-Licensing-Agreement-with-Genentech-to-Develop-and-Commercialize-Tolerogenic-Therapy-for-the-Treatment-of-an-Autoimmune-Disease.html
imara inc,https://dcfmodeling.com/blogs/history/imra-history-mission-ownership?srsltid=AfmBOoquTQZfbaoq84GIz3mkejQHjQ4Bt_LDYTtoifXGsmn8D94yXk9D
eledon pharmaceuticals inc,https://www.linkedin.com/company/eledon-pharma
x4 pharmaceuticals inc,https://www.linkedin.com/company/x4-pharmaceuticals
cormedix inc,https://www.linkedin.com/company/cormedix-inc-
mediar therapeutics inc,https://www.linkedin.com/company/mediar-therapeutics
ansun biopharma inc,https://www.biospace.com/employer/399220/ansun-biopharma-inc
citryll bv,https://www.globenewswire.com/news-release/2024/12/09/2993455/0/en/Citryll-Raises-EUR-85-Million-Series-B-to-Advance-Novel-NET-Targeting-Therapy-for-Immune-Mediated-Inflammatory-Disorders.html
lassen therapeutics 1 inc,https://www.linkedin.com/company/lassen-therapeutics
mbrace therapeutics inc,https://www.linkedin.com/company/mbrace-therapeutics
instil bio inc,https://www.linkedin.com/company/instil-bio
oncternal therapeutics,"https://www.linkedin.com/company/oncternal-therapeutics#:~:text=Oncternal%20Therapeutics%20is%20a%20clinical,pathways%20implicated%20in%20cancer%20progression."
oncternal therapeutics inc,https://www.linkedin.com/company/oncternal-therapeutics
magenta therapeutics inc,https://www.linkedin.com/company/magenta-therapeutics
eiger biopharmaceuticals inc,https://www.abladvisor.com/news/39318/ssg-advises-eiger-biopharmaceuticals-in-sale-of-lonafarnib-and-lambda-program-ass
eiger biopharmaceuticals inc (inactive),https://www.sfnet.com/home/industry-data-publications/the-secured-lender/tsl-express-daily-articles-news/tsl-express-daily-articles-news/2024/09/16/ssg-advises-eiger-biopharmaceuticals-inc-in-the-sale-of-lonafarnib-and-lambda-program-assets-to-eiger-innotherapeutics-inc
arthex biotech sl,https://es.linkedin.com/company/arthex-pharma
vyne therapeutics inc,https://simplywall.st/stocks/us/pharmaceuticals-biotech/nasdaq-vyne/vyne-therapeutics
prevail therapeutics inc,https://www.prnewswire.com/news-releases/lilly-announces-agreement-to-acquire-prevail-therapeutics-301192753.html
zymogenetics inc,https://news.bms.com/news/details/2010/Bristol-Myers-Squibb-to-Acquire-ZymoGenetics/default.aspx
minerva neurosciences inc,https://www.linkedin.com/company/minerva-neurosciences
"novacea, inc. (inactive)",https://www.biospace.com/novacea-inc-to-be-acquired-by-transcept-pharmaceuticals-inc
quralis corporation,https://www.prnewswire.com/news-releases/quralis-closes-88-million-series-b-financing-to-advance-precision-medicines-for-neurodegenerative-diseases-301765435.html
agomab therapeutics nv,https://www.businesswire.com/news/home/20241024624593/en/Agomab-Announces-%2489-Million-Series-D-Financing-to-Support-Broad-Fibrosis-Focused-Pipeline
genmab as,https://finance.yahoo.com/quote/GMAB/
merus nv,https://ir.genmab.com/news-releases/news-release-details/genmab-acquire-merus-expanding-late-stage-pipeline-and
haemostatix ltd,https://ergomedgroup.com/news/proposed-acquisition-of-haemostatix-limited-conditional-placing-of-6433350-initial-placing-shares-at-140-pence-each-conditional-placing-of-up-to-2875000-option-shares-at-140-pence-each-and-notice/
artax biopharma inc,https://www.prnewswire.com/news-releases/artax-biopharma-raises-8-million-ahead-of-phase-2a-data-expected-in-q4-2024-302214540.html
ray therapeutics inc,https://www.cirm.ca.gov/our-progress/institutions/ray-therapeutics-inc/
aim immunotech inc,https://www.linkedin.com/company/aimimmuno
aptevo therapeutics inc,https://www.linkedin.com/company/aptevo-therapeutics-inc
cero therapeutics inc,https://www.linkedin.com/company/cero-therapeutics
uro-1 inc,https://www.ncbiotech.org/news/uro-1-prepares-commercial-launch-prostate-biopsy-platform
bioeclipse therapeutics inc,https://www.cirm.ca.gov/our-progress/institutions/bioeclipse-therapeutics-inc/
alopexx oncology llc (inactive),https://www.prnewswire.com/news-releases/provenance-biopharmaceuticals-corp-announces-8m-financing-arrangement-136096363.html
thrombolytic science international llc,https://en.wikipedia.org/wiki/Thrombolytic_Science_International
bioatla inc,https://www.linkedin.com/company/bioatla
phio pharmaceuticals corp,https://www.linkedin.com/company/phio-pharmaceuticals-corp
silver creek pharmaceuticals inc,https://www.crunchbase.com/organization/silver-creek-pharmaceuticals
conjupro biotherapeutics inc,https://tracxn.com/d/companies/conjupro-biotherapeutics/__eGQCOuM5x1Gx0sQ-G9g7jlgTmNk01TWxdXdfNnwqMZY
advaxis inc,https://www.iposcoop.com/ipo/advaxis-inc/
advaxis,https://www.iposcoop.com/ipo/advaxis-inc/
regenacy pharmaceuticals llc,https://www.businesswire.com/news/home/20220824005201/en/Regenacy-Pharmaceuticals-Announces-Completion-of-Enrollment-for-Phase-2-Study-in-Diabetic-Peripheral-Neuropathy-%249.3-Million-Series-B-Financing
expression therapeutics inc,https://www.sbir.gov/portfolio/410642
blueprint medicines corp,https://www.investopedia.com/blueprint-medicines-stock-soars-as-biotech-agrees-to-over-9b-sanofi-takeover-11746204
kinoxis therapeutics pty ltd,https://www.crunchbase.com/organization/kinoxis-therapeutics
pinotbio inc,https://www.linkedin.com/company/bionetix-inc/
revelation biosciences inc,https://www.revbiosciences.com/
bioregen biomedical (changzhou) co ltd,https://www.cbinsights.com/company/bioregen
rigenerand srl,https://www.crunchbase.com/organization/rigenerand-srl
mage biologics inc,https://tvm-capital.com/portfolio/mage-biologics-inc/
aribio,https://www.pharmaceutical-technology.com/news/aribio-licenses-alzheimers-pill-in-china-for-up-to-770m/
orphan technologies ltd,https://tracxn.com/d/companies/orphan-technologies/__dMSsDu0dOb37AhVYxPTzxhCsv1KXniXiTKHKy0M4On0
affimed gmbh,"https://www.crunchbase.com/organization/affimed-therapeutics#:~:text=Affimed%20Therapeutics%20is%20focused%20on,100%20www.affimed.com%2F"
bambusa therapeutics inc,https://www.prnewswire.com/news-releases/bambusa-therapeutics-raises-approximately-90-million-in-series-a-financing-to-advance-next-generation-bispecific-antibodies-for-immunology--inflammation-diseases-302376866.html
convergent therapeutics inc,https://www.prnewswire.com/news-releases/convergent-therapeutics-announces-90-million-series-a-financing-to-advance-the-clinical-development-of-radiopharmaceuticals-for-the-treatment-of-prostate-cancer-and-other-solid-tumors-301813685.html
duality biologics (shanghai) co ltd,https://www.linkedin.com/company/duality-biologics-shanghai-co-ltd/
forge biologics inc,https://www.linkedin.com/company/forge-biologics
attovia therapeutics inc,https://www.globenewswire.com/news-release/2025/04/15/3061599/0/en/Attovia-Therapeutics-Announces-90-Million-Series-C-Financing-to-Advance-ATTOBODY-based-Programs-through-Clinical-Proof-of-Concept.html
bright peak therapeutics ag,https://www.crunchbase.com/organization/bright-peak-therapeutics
chu de quebec universite laval research center,https://www.renewcanada.net/the-chu-de-quebec-universite-laval-inaugurates-its-new-research-center/
the lundquist institute,https://ctsi.ucla.edu/lundquist-institute-for-biomedical-innovation-at-harbor
nanjing huanglong biotechnology co ltd,https://www.marketscreener.com/quote/stock/XINJIANG-BAI-HUA-CUN-PHAR-9949882/news/Nanjing-Huanglong-Biotechnology-Co-Ltd-announced-that-it-expects-to-receive-CNY-90-million-in-fun-42619331/
ocuphire pharma inc,https://www.fightingblindness.org/news/the-rd-fund-announces-ocuphire-pharma-s-acquisition-of-opus-genetics-1366
treadwell therapeutics inc,https://www.crunchbase.com/organization/treadwell-therapeutics
the lunenfeld-tanenbaum research institute,Not Found
revance therapeutics inc,https://www.prnewswire.com/news-releases/crown-laboratories-announces-completion-of-acquisition-of-revance-therapeutics-302370202.html
infinity pharmaceuticals inc,https://www.linkedin.com/company/ipi
elevation oncology inc,https://www.prnewswire.com/news-releases/elevation-oncology-enters-into-agreement-to-be-acquired-by-concentra-biosciences-for-0-36-in-cash-per-share-plus-a-contingent-value-right-302475956.html
newleos therapeutics inc,https://www.businesswire.com/news/home/20250213253174/en/Newleos-Therapeutics-Debuts-with-%2493.5-Million-Oversubscribed-Series-A-Financing-to-Transform-the-Treatment-of-Neuropsychiatric-Disorders-through-the-Advancement-of-Novel-Medicines
achillion pharmaceuticals inc (inactive),https://www.fiercebiotech.com/biotech/alexion-inks-deal-to-acquire-achillion-for-930m-upfront
chimerix inc,https://www.prnewswire.com/news-releases/jazz-pharmaceuticals-to-acquire-chimerix-further-diversifying-oncology-portfolio-302393029.html
corbus pharmaceuticals holdings inc,https://www.linkedin.com/company/corbus-pharmaceuticals
memgen inc,https://www.linkedin.com/company/memgen-inc
albireo pharma inc,https://www.ipsen.com/press-releases/ipsen-completes-acquisition-of-albireo-expanding-the-scope-of-its-rare-disease-portfolio/
albireo ab,https://www.ipsen.com/press-releases/ipsen-to-acquire-albireo-accelerating-growth-in-rare-disease-with-treatments-for-several-pediatric-liver-diseases/
elastagen pty ltd,https://www.biopharmadive.com/news/allergan-picks-up-australian-biotech-elastagen-in-95m-deal/516838/
stelis biopharma ltd,https://au.linkedin.com/company/stelisbiosource
wuhan neophth biotechnology co ltd,https://www.prnewswire.com/news-releases/neurophth-secures-nearly-95-million-usd-in-series-c-financing-for-gene-therapy-clinical-trials-301898549.html
wuhan neurophth biological technology ltd,https://www.prnewswire.com/news-releases/neurophth-secures-nearly-95-million-usd-in-series-c-financing-for-gene-therapy-clinical-trials-301898549.html
andalusian initiative for advanced therapies,https://pmc.ncbi.nlm.nih.gov/articles/PMC3659837/
iniciativa andaluza en terapias avanzadas,https://pmc.ncbi.nlm.nih.gov/articles/PMC3659837/
rezolute inc,https://www.linkedin.com/company/rezolute
antios therapeutics inc (inactive),https://finance.yahoo.com/news/antios-therapeutics-raises-96-million-113000816.html
pyrotech (beijing) biotechnology co ltd,https://www.biocentury.com/article/648738/china-venture-quick-takes-pyrotech-raises-97m-series-a
pharnext sa,https://www.linkedin.com/company/pharnext/
spero therapeutics inc,https://www.linkedin.com/company/spero-therapeutics
saniona ab,https://www.linkedin.com/company/saniona
perfuse therapeutics inc,https://www.linkedin.com/company/perfusetherapeutics
vidac pharma,https://il.linkedin.com/company/vidac-pharma
biochemics inc (inactive),https://www.forkeylaw.com/blog/biochemics_inc_john_masiz_craig_medoff_and_gregory_kroning_-_boca_raton_florida_securities_and_inves/
agalimmune ltd,https://www.prnewswire.com/news-releases/biolinerx-announces-acquisition-of-agalimmune-ltd-to-accelerate-expansion-of-immuno-oncology-pipeline-616907734.html
humabs biomed sa,https://www.usi.ch/en/innovation/innovate/usi-transfer/about/success-stories/humabs
nantcell inc,https://cdek.pharmacy.purdue.edu/org/3196/
oxular ltd,https://www.fiercebiotech.com/biotech/regeneron-acquires-uk-biotech-adding-oxulars-eye-disease-delivery-tech-portfolio
perha pharmaceuticals sas,https://www.crunchbase.com/organization/perha-pharmaceuticals
shanghai xinshi biological medicine co ltd,Not Found
transcenta holding ltd,Not Found
canbridge life sciences ltd,Not Found
edimer pharmaceuticals inc,Not Found
zymtech production as,Not Found
amphera bv,https://www.euroquity.com/en/company/amphera-bv
lipogems international spa,https://www.marketscreener.com/quote/stock/ABC-COMPANY-S-P-A-11156362/news/Lipogems-International-S-P-A-announced-that-it-has-received-128-12-5-million-in-funding-from-ABC-42625958/
red de terapia celular,http://www.csic.es/es/investigacion/proyectos-de-investigacion/red-de-terapia-celular-tercel
cellprothera sas,"https://www.northdata.com/Cellprothera%20SAS,%20Mulhouse/Siren%20504305855"
cellaion sa,https://newtonbiocapital.com/en/news-article/cellaion-sa-announces-an-additional-closing-of-5-5m-euros-financing-on-june-13th-2023
Synimmune GmbH (inactive),https://tracxn.com/d/companies/synimmune/__9b-nLHxhfGJFiezVvIEI0v_KqkxSBY2G35MPawW-eb4
invios gmbh,https://finance.yahoo.com/news/invios-raises-8-2-million-083000757.html
surface oncology inc,https://www.bigmoleculewatch.com/2023/06/22/coherus-to-acquire-surface-oncology/
small pharma inc,https://www.biospace.com/cybin-completes-acquisition-of-small-pharma-inc-to-create-international-clinical-stage-leader-in-novel-psychedelic-therapeutics
alloplex biotherapeutics inc,https://www.massbio.org/members/alloplex-biotherapeutics-inc/
bristar immunotech biotechnology co ltd,https://en.bristarimmunotech.com/about/
marino biotechnology co ltd,https://at.linkedin.com/company/marinomed-biotech-ag
novatim immune therapeutics (zhejiang) co ltd,http://en.novatim-zj.com/
abata therapeutics,https://www.crunchbase.com/organization/abata-therapeutics
exo biologics sa,https://www.exobio.be/en/
nkmax co ltd,https://www.marketscreener.com/quote/stock/NKMAX-CO-LTD-26375900/
kangstem biotech co ltd,https://www.marketscreener.com/quote/stock/KANGSTEM-BIOTECH-CO-LTD-27329670/
boryung vigencell inc,https://www.marketscreener.com/quote/stock/VIGENCELL-INC-126415396/news/Gaeun-Global-Co-Ltd-agreed-to-acquire-11-36-stake-in-ViGenCell-Inc-from-Boryung-Corporation-for-K-48640742/
famicordtx sa,https://www.nextcellpharma.com/press-releases/nextcell-invests-in-car-t-technology
shanghai saibiman biotechnology co ltd,https://www.symraybiopharma.com/en/About
allife medical science and technology co ltd,https://crisprmedicinenews.com/company/card/allife-medical-science-and-technology/
anhui kedgene biotechnology co ltd,https://crisprmedicinenews.com/company/card/anhui-kedgene-biotechnology/
chengdu medgencell biotechnology co ltd,https://crisprmedicinenews.com/company/card/chengdu-medgencell/
asc therapeutics inc,https://crisprmedicinenews.com/company/card/asc-therapeutics/
r-biopharm ag,https://www.linkedin.com/company/r-biopharm-ag
bluebird bio inc,https://www.fiercepharma.com/pharma/once-valued-10b-bluebird-bio-sells-private-equity-firms-29m
dendright pty ltd,https://www.uq.edu.au/news/article/2013/08/new-rheumatoid-arthritis-treatment-moves-step-closer-reality
anocca ab,https://www.contractpharma.com/breaking-news/anocca-raises-46m-to-advance-clinical-trial-targeting-pancreatic-cancer/
amniotics ab,https://www.biospace.com/stem-cell-therapy-company-amniotics-raises-sek-60-million-before-deduction-of-transaction-costs-in-first-north-ipo-to-advance-lead-candidate-pulmostem-into-clinic
cellpoint bv,https://www.prnewswire.com/news-releases/pregene-enters-into-innovative-partnership-with-cellpoint-to-develop-anti-bcma-car-t-cell-therapy-in-europe-and-the-us-301518944.html
beijing anlong biomedical co ltd,https://www.crunchbase.com/organization/anlong-bio
altheia science srl,https://www.crunchbase.com/organization/altheia-science
aleta biotherapeutics inc,https://www.linkedin.com/company/aletabio
affyimmune therapeutics inc,https://www.linkedin.com/company/affyimmune
bluerock therapeutics llc,https://www.linkedin.com/company/bluerocktx
ascidian therapeutics inc,https://www.linkedin.com/company/ascidian-therapeutics
aavantgarde bio srl,https://www.crunchbase.com/organization/aavantgarde-bio
accuredit therapeutics (suzhou) co ltd,https://www.linkedin.com/company/accuredit
steminent biotherapeutics inc,https://www.crunchbase.com/organization/steminent-biotherapeutics
tmunity therapeutics inc,https://www.biopharmadive.com/news/gilead-tmunity-car-t-acquisition-cell-therapy/639192/
allocure inc. (inactive),https://www.cbinsights.com/company/allocure
precision biosciences inc,https://en.wikipedia.org/wiki/Precision_BioSciences
juno therapeutics inc,https://www.linkedin.com/company/juno-therapeutics
quell therapeutics ltd,https://www.synconaltd.com/portfolio/clinical-companies/quell-therapeutics/
hopstem biotechnology llc,https://www.linkedin.com/company/hopstem
neuroplast bv,https://www.linkedin.com/company/neuroplast
repertoire immune medicines inc,https://www.crunchbase.com/organization/repertoire-immune-medicines
novadip biosciences sa,https://be.linkedin.com/company/novadip-biosciences-s-a-
hopstem biotechnology inc,https://www.linkedin.com/company/hopstem
lion tcr pte ltd,https://www.crunchbase.com/organization/lion-tcr
edigene inc,https://www.linkedin.com/company/edigene
hrain biotechnology co ltd,https://www.crunchbase.com/organization/hrain-biotechnology
synthekine inc,https://www.crunchbase.com/organization/synthekine
metcela inc,https://www.crunchbase.com/organization/metcela-inc
carisma therapeutics inc,https://www.linkedin.com/company/carisma-therapeutics
scg cell therapy pte ltd,https://www.crunchbase.com/organization/scg-cell-therapy
medinno inc,https://www.linkedin.com/company/medinno
american gene technologies international inc,https://www.crunchbase.com/organization/american-gene-technologies-international
beijing immunochina pharmaceuticals co ltd,http://imunopharm.com/en/index.php/Home/gywm/gywm2.html
imunopharm technology co ltd,https://www.cbinsights.com/company/immunochina
guangzhou reforgene medicine co ltd,https://www.linkedin.com/company/reforgene
ingenium pharmaceuticals gmbh,https://www.linkedin.com/company/ingenium-pharmaceuticals-ag
utc therapeutics inc,https://www.linkedin.com/company/utc-therapeutics
bioncart gmbh,https://www.bm-t.de/en/2024-en/bioplanta-becomes-bioncart-bmt-tgfs-private-investors-and-founders-jointly-invest-a-seven-figure-sum-to-conduct-a-clinical-trial/
shenzhen wingor biotechnology co ltd,https://www.prnewswire.com/news-releases/wingor-bio-lands-tens-of-millions-in-initial-funding-with-round-still-open-forges-ahead-on-stem-cell-drug-and-clinical-programs-302537579.html
genoimmune therapeutics biotechnology co ltd,https://tracxn.com/d/companies/genoimmune-therapeutics/__jc5DYO66E54b7CJiNk5roriLecBdBmZYuq_WVcUeS5k
zhongsheng kangyuan biotechnology (beijing) co ltd,https://tracxn.com/d/companies/zhongsheng-kangyuan-biotechnology/__4547VQDJQko1ZLKZwMFMMqrTjKA2yDeE3y7-E63AhvI/funding-and-investors
rimo therapeutics inc,https://tracxn.com/d/companies/rimo-therapeutics/__T37D__ple0Vg3gj-HQ5np-2U2gOXlSFnzR4OBk75PkI
cell and gene therapy catapult,https://uk.linkedin.com/company/cgt-catapult
reneuron group plc,https://uk.linkedin.com/company/reneuron
